Frequency in Hz	AED_Ref_40mm_LF Sound Reflection Factor continuous Re	Frequency in Hz	AED_Ref_40mm_HF Sound Reflection Factor continuous Re	Frequency in Hz	SpecimenHolder_HF Sound Reflection Factor continuous Re	Frequency in Hz	SpecimenHolder_LF Sound Reflection Factor continuous Re	Frequency in Hz	Air_LF Sound Reflection Factor continuous Re	Frequency in Hz	Air_HF Sound Reflection Factor continuous Re	Frequency in Hz	AED_Ref_40mm_LF Sound Reflection Factor continuous Im	Frequency in Hz	AED_Ref_40mm_HF Sound Reflection Factor continuous Im	Frequency in Hz	SpecimenHolder_HF Sound Reflection Factor continuous Im	Frequency in Hz	SpecimenHolder_LF Sound Reflection Factor continuous Im	Frequency in Hz	Air_LF Sound Reflection Factor continuous Im	Frequency in Hz	Air_HF Sound Reflection Factor continuous Im	
		3709,375	0,634581387042999	3709,375	-0,841232180595398					3709,375	-0,938980042934418			3709,375	0,464389353990555	3709,375	0,453982621431351					3709,375	0,271401315927505	
		3712,5	0,632070004940033	3712,5	-0,83643114566803					3712,5	-0,934613168239594			3712,5	0,463297665119171	3712,5	0,455658763647079					3712,5	0,274871528148651	
		3715,625	0,630120635032654	3715,625	-0,832296967506409					3715,625	-0,930969595909119			3715,625	0,460963129997253	3715,625	0,457811534404755					3715,625	0,277844339609146	
		3718,75	0,633109927177429	3718,75	-0,837918877601624					3718,75	-0,937768578529358			3718,75	0,465037643909454	3718,75	0,465020596981049					3718,75	0,283897191286087	
		3721,875	0,631823241710663	3721,875	-0,835424244403839					3721,875	-0,934834957122803			3721,875	0,464626282453537	3721,875	0,465963870286942					3721,875	0,285536080598831	
		3725	0,630868375301361	3725	-0,836026728153229					3725	-0,934994876384735			3725	0,467693328857422	3725	0,465560346841812					3725	0,285994529724121	
		3728,125	0,630360901355743	3728,125	-0,831075489521027					3728,125	-0,931400418281555			3728,125	0,465795636177063	3728,125	0,468364655971527					3728,125	0,290276169776917	
		3731,25	0,628796339035034	3731,25	-0,832108318805695					3731,25	-0,933072626590729			3731,25	0,468334197998047	3731,25	0,468548506498337					3731,25	0,290824115276337	
		3734,375	0,628363609313965	3734,375	-0,829044044017792					3734,375	-0,930033087730408			3734,375	0,46705362200737	3734,375	0,472588777542114					3734,375	0,295528501272202	
		3737,5	0,626606047153473	3737,5	-0,830024242401123					3737,5	-0,930906057357788			3737,5	0,470326960086823	3737,5	0,47214263677597					3737,5	0,294795483350754	
		3740,625	0,629330337047577	3740,625	-0,828672647476196					3740,625	-0,930696725845337			3740,625	0,469436436891556	3740,625	0,478987276554108					3740,625	0,303299605846405	
		3743,75	0,627222657203674	3743,75	-0,827719867229462					3743,75	-0,929037928581238			3743,75	0,470700144767761	3743,75	0,478609442710876					3743,75	0,303304344415665	
		3746,875	0,625296473503113	3746,875	-0,827982068061829					3746,875	-0,929341673851013			3746,875	0,473333269357681	3746,875	0,478745371103287					3746,875	0,303505063056946	
		3750	0,626125395298004	3750	-0,825271487236023					3750	-0,927898526191711			3750	0,472661346197128	3750	0,48396372795105					3750	0,309592545032501	
		3753,125	0,624565482139587	3753,125	-0,823465585708618					3753,125	-0,925823390483856			3753,125	0,473469316959381	3753,125	0,484065920114517					3753,125	0,310472100973129	
		3756,25	0,623924851417542	3756,25	-0,822124004364014					3756,25	-0,924762666225433			3756,25	0,473676115274429	3756,25	0,486506015062332					3756,25	0,313771367073059	
		3759,375	0,622425079345703	3759,375	-0,818801462650299					3759,375	-0,921620905399323			3759,375	0,474299430847168	3759,375	0,487301498651505					3759,375	0,315159648656845	
		3762,5	0,621300935745239	3762,5	-0,823653817176819					3762,5	-0,926311075687408			3762,5	0,479686558246613	3762,5	0,486022472381592					3762,5	0,313251882791519	
		3765,625	0,624484777450562	3765,625	-0,815420746803284					3765,625	-0,919214248657227			3765,625	0,473199516534805	3765,625	0,496294915676117					3765,625	0,326122015714645	
		3768,75	0,620890200138092	3768,75	-0,817290723323822					3768,75	-0,920448780059814			3768,75	0,477786302566528	3768,75	0,492314487695694					3768,75	0,32185423374176	
		3771,875	0,619335234165192	3771,875	-0,8140709400177					3771,875	-0,917476117610931			3771,875	0,477595239877701	3771,875	0,494037866592407					3771,875	0,324078887701035	
		3775	0,61981338262558	3775	-0,815431118011475					3775	-0,919301509857178			3775	0,48005998134613	3775	0,496673315763474					3775	0,326821595430374	
		3778,125	0,619316399097443	3778,125	-0,812870025634766					3778,125	-0,916882574558258			3778,125	0,479760825634003	3778,125	0,499224931001663					3778,125	0,330655217170715	
		3781,25	0,620143353939056	3781,25	-0,811398208141327					3781,25	-0,916288673877716			3781,25	0,480200201272964	3781,25	0,503601968288422					3781,25	0,335631608963013	
		3784,375	0,619835376739502	3784,375	-0,813984632492065					3784,375	-0,918653309345245			3784,375	0,484217137098312	3784,375	0,503622651100159					3784,375	0,335355937480927	
		3787,5	0,622173070907593	3787,5	-0,81313568353653					3787,5	-0,918935179710388			3787,5	0,484963566064835	3787,5	0,508936822414398					3787,5	0,341327577829361	
		3790,625	0,619294404983521	3790,625	-0,811453700065613					3790,625	-0,916918098926544			3790,625	0,486542195081711	3790,625	0,50713986158371					3790,625	0,340125024318695	
		3793,75	0,619282186031342	3793,75	-0,805440664291382					3793,75	-0,91151762008667			3793,75	0,48300638794899	3793,75	0,511196196079254					3793,75	0,34612712264061	
		3796,875	0,616941690444946	3796,875	-0,805480122566223					3796,875	-0,911005020141602			3796,875	0,485615283250809	3796,875	0,509506106376648					3796,875	0,344967603683472	
		3800	0,615230560302734	3800	-0,801735937595367					3800	-0,907420694828033			3800	0,485037505626678	3800	0,510786235332489					3800	0,346891045570374	
		3803,125	0,616909980773926	3803,125	-0,803121745586395					3803,125	-0,908864915370941			3803,125	0,487727493047714	3803,125	0,514395952224731					3803,125	0,350859969854355	
		3806,25	0,618192493915558	3806,25	-0,805556774139404					3806,25	-0,911329507827759			3806,25	0,490953534841537	3806,25	0,516864418983459					3806,25	0,353475660085678	
		3809,375	0,61752712726593	3809,375	-0,801599144935608					3809,375	-0,908173263072968			3809,375	0,489391922950745	3809,375	0,518549084663391					3809,375	0,356507509946823	
		3812,5	0,616662621498108	3812,5	-0,798748552799225					3812,5	-0,905447602272034			3812,5	0,489184021949768	3812,5	0,519777119159698					3812,5	0,358802258968353	
		3815,625	0,614845037460327	3815,625	-0,796576321125031					3815,625	-0,902463495731354			3815,625	0,490200996398926	3815,625	0,519323766231537					3815,625	0,358881711959839	
		3818,75	0,616729259490967	3818,75	-0,798282980918884					3818,75	-0,904764592647552			3818,75	0,492873042821884	3818,75	0,523790717124939					3818,75	0,363364189863205	
		3821,875	0,614717602729797	3821,875	-0,795697271823883					3821,875	-0,902253687381744			3821,875	0,493066966533661	3821,875	0,524034321308136					3821,875	0,364484876394272	
		3825	0,613864302635193	3825	-0,796326041221619					3825	-0,903408408164978			3825	0,495991855859756	3825	0,524405181407928					3825	0,36516734957695	
		3828,125	0,616634607315063	3828,125	-0,794347107410431					3828,125	-0,902166843414307			3828,125	0,495482593774796	3828,125	0,530058443546295					3828,125	0,371887117624283	
		3831,25	0,616743087768555	3831,25	-0,79372650384903					3831,25	-0,901283919811249			3831,25	0,496858716011047	3831,25	0,531109750270844					3831,25	0,373312801122665	
		3834,375	0,618496239185333	3834,375	-0,792952477931976					3834,375	-0,901140868663788			3834,375	0,497818648815155	3834,375	0,534591495990753					3834,375	0,377272427082062	
		3837,5	0,617534339427948	3837,5	-0,793765485286713					3837,5	-0,902309775352478			3837,5	0,500584483146667	3837,5	0,534848153591156					3837,5	0,37755474448204	
		3840,625	0,616241753101349	3840,625	-0,789021670818329					3840,625	-0,897590339183807			3840,625	0,498352080583572	3840,625	0,536471545696259					3840,625	0,380787163972855	
		3843,75	0,614799380302429	3843,75	-0,786317467689514					3843,75	-0,894218862056732			3843,75	0,498170405626297	3843,75	0,536105275154114					3843,75	0,381106346845627	
		3846,875	0,617863476276398	3846,875	-0,785479664802551					3846,875	-0,893890798091888			3846,875	0,499128609895706	3846,875	0,540854394435883					3846,875	0,386644929647446	
		3850	0,616672933101654	3850	-0,785630345344543					3850	-0,893977880477905			3850	0,501097321510315	3850	0,540854692459106					3850	0,386902421712875	
		3853,125	0,616512000560761	3853,125	-0,785359740257263					3853,125	-0,893927454948425			3853,125	0,503097891807556	3853,125	0,542072892189026					3853,125	0,388585835695267	
		3856,25	0,619219601154327	3856,25	-0,785579919815063					3856,25	-0,894699096679688			3856,25	0,505316913127899	3856,25	0,546382427215576					3856,25	0,393814980983734	
		3859,375	0,617694735527039	3859,375	-0,782070457935333					3859,375	-0,891536593437195			3859,375	0,504038393497467	3859,375	0,545907258987427					3859,375	0,393895089626312	
		3862,5	0,61810302734375	3862,5	-0,778298139572144					3862,5	-0,888256728649139			3862,5	0,501631855964661	3862,5	0,549499154090881					3862,5	0,398183524608612	
		3865,625	0,618730902671814	3865,625	-0,780497670173645					3865,625	-0,890268921852112			3865,625	0,505595743656158	3865,625	0,550848603248596					3865,625	0,39990097284317	
		3868,75	0,618414282798767	3868,75	-0,779741764068604					3868,75	-0,889512538909912			3868,75	0,506890952587128	3868,75	0,551808714866638					3868,75	0,401278525590897	
		3871,875	0,618082940578461	3871,875	-0,776088535785675					3871,875	-0,885862469673157			3871,875	0,505371570587158	3871,875	0,553612351417542					3871,875	0,404224514961243	
		3875	0,618183135986328	3875	-0,77551281452179					3875	-0,884963572025299			3875	0,506398260593414	3875	0,554469406604767					3875	0,405731916427612	
		3878,125	0,620907783508301	3878,125	-0,776798844337463					3878,125	-0,886865258216858			3878,125	0,508089601993561	3878,125	0,558380424976349					3878,125	0,409923672676086	
		3881,25	0,619923651218414	3881,25	-0,774328589439392					3881,25	-0,884173452854156			3881,25	0,507194936275482	3881,25	0,559291839599609					3881,25	0,411996006965637	
		3884,375	0,623028039932251	3884,375	-0,772144079208374					3884,375	-0,882712781429291			3884,375	0,506553411483765	3884,375	0,563237845897675					3884,375	0,417094945907593	
		3887,5	0,621719360351563	3887,5	-0,772305548191071					3887,5	-0,882723867893219			3887,5	0,509523630142212	3887,5	0,562549114227295					3887,5	0,416363388299942	
		3890,625	0,620567560195923	3890,625	-0,77055960893631					3890,625	-0,881062269210815			3890,625	0,509230077266693	3890,625	0,564806818962097					3890,625	0,419042646884918	
		3893,75	0,623243868350983	3893,75	-0,772296369075775					3893,75	-0,882994949817657			3893,75	0,512061536312103	3893,75	0,568865478038788					3893,75	0,423357993364334	
		3896,875	0,62371152639389	3896,875	-0,768319010734558					3896,875	-0,879323184490204			3896,875	0,51027524471283	3896,875	0,570795476436615					3896,875	0,426450788974762	
		3900	0,623840630054474	3900	-0,769860863685608					3900	-0,880379319190979			3900	0,513369798660278	3900	0,571655809879303					3900	0,427060663700104	
		3903,125	0,623149514198303	3903,125	-0,767774999141693					3903,125	-0,878472626209259			3903,125	0,513317346572876	3903,125	0,571981906890869					3903,125	0,428139269351959	
		3906,25	0,624808311462402	3906,25	-0,764208972454071					3906,25	-0,875880062580109			3906,25	0,512444734573364	3906,25	0,575046420097351					3906,25	0,432577252388	
		3909,375	0,62492424249649	3909,375	-0,764770090579987					3909,375	-0,87605345249176			3909,375	0,513881504535675	3909,375	0,575394809246063					3909,375	0,433633178472519	
		3912,5	0,623993992805481	3912,5	-0,76410049200058					3912,5	-0,875196933746338			3912,5	0,514573276042938	3912,5	0,575469553470612					3912,5	0,434292376041412	
		3915,625	0,627672731876373	3915,625	-0,760640680789948					3915,625	-0,872385442256927			3915,625	0,512890100479126	3915,625	0,582223236560822					3915,625	0,442259341478348	
		3918,75	0,622350573539734	3918,75	-0,763144254684448					3918,75	-0,873511016368866			3918,75	0,517656147480011	3918,75	0,576638102531433					3918,75	0,435925871133804	
		3921,875	0,629943192005157	3921,875	-0,756179392337799					3921,875	-0,869613468647003			3921,875	0,510135531425476	3921,875	0,587099373340607					3921,875	0,44899594783783	
		3925	0,624718546867371	3925	-0,755226910114288					3925	-0,866806030273438			3925	0,513183414936066	3925	0,582377076148987					3925	0,44399356842041	
		3928,125	0,625215530395508	3928,125	-0,753057301044464					3928,125	-0,864386677742004			3928,125	0,513904213905334	3928,125	0,584313690662384					3928,125	0,446915149688721	
		3931,25	0,622730672359467	3931,25	-0,755821704864502					3931,25	-0,866567969322205			3931,25	0,518789529800415	3931,25	0,582185387611389					3931,25	0,444821298122406	
		3934,375	0,626043021678925	3934,375	-0,754091918468475					3934,375	-0,866117835044861			3934,375	0,518793046474457	3934,375	0,586422204971313					3934,375	0,449868232011795	
		3937,5	0,627749979496002	3937,5	-0,750858306884766					3937,5	-0,862884759902954			3937,5	0,516934275627136	3937,5	0,590179562568665					3937,5	0,454535335302353	
		3940,625	0,628438830375671	3940,625	-0,751612663269043					3940,625	-0,863227903842926			3940,625	0,51897269487381	3940,625	0,590751886367798					3940,625	0,455642819404602	
		3943,75	0,627019703388214	3943,75	-0,752185106277466					3943,75	-0,863257467746735			3943,75	0,521133303642273	3943,75	0,589716911315918					3943,75	0,455044448375702	
		3946,875	0,627610266208649	3946,875	-0,748592495918274					3946,875	-0,860240697860718			3946,875	0,518180668354034	3946,875	0,593282878398895					3946,875	0,459423154592514	
		3950	0,627866268157959	3950	-0,744871020317078					3950	-0,856256723403931			3950	0,516652464866638	3950	0,5945183634758					3950	0,461770325899124	
		3953,125	0,629100978374481	3953,125	-0,744899749755859					3953,125	-0,856228590011597			3953,125	0,517943739891052	3953,125	0,596038281917572					3953,125	0,463989555835724	
		3956,25	0,628365278244019	3956,25	-0,744767725467682					3956,25	-0,855869770050049			3956,25	0,520116746425629	3956,25	0,596626222133636					3956,25	0,464919716119766	
		3959,375	0,626590549945831	3959,375	-0,740530371665955					3959,375	-0,851812422275543			3959,375	0,517721056938171	3959,375	0,597374260425568					3959,375	0,466617941856384	
		3962,5	0,631860971450806	3962,5	-0,74159300327301					3962,5	-0,853267192840576			3962,5	0,517450213432312	3962,5	0,601760506629944					3962,5	0,470954865217209	
		3965,625	0,633755803108215	3965,625	-0,745336294174194					3965,625	-0,856615006923676			3965,625	0,522737801074982	3965,625	0,601768374443054					3965,625	0,470866292715073	
		3968,75	0,634830057621002	3968,75	-0,743898093700409					3968,75	-0,855329751968384			3968,75	0,522434771060944	3968,75	0,6043501496315					3968,75	0,474669128656387	
		3971,875	0,637202203273773	3971,875	-0,743183493614197					3971,875	-0,854636907577515			3971,875	0,520349562168121	3971,875	0,60943067073822					3971,875	0,480282425880432	
		3975	0,64017778635025	3975	-0,74025821685791					3975	-0,852558493614197			3975	0,518829822540283	3975	0,614696621894836					3975	0,485817641019821	
		3978,125	0,636681616306305	3978,125	-0,737381756305695					3978,125	-0,849411427974701			3978,125	0,519677042961121	3978,125	0,611300587654114					3978,125	0,483400672674179	
		3981,25	0,632228493690491	3981,25	-0,735555708408356					3981,25	-0,846771121025085			3981,25	0,520703792572021	3981,25	0,607659697532654					3981,25	0,480717122554779	
		3984,375	0,633769392967224	3984,375	-0,732450425624847					3984,375	-0,843662858009338			3984,375	0,518977284431458	3984,375	0,609308958053589					3984,375	0,483133882284164	
		3987,5	0,635457575321198	3987,5	-0,733479797840118					3987,5	-0,844151198863983			3987,5	0,522158086299896	3987,5	0,60918790102005					3987,5	0,483265668153763	
		3990,625	0,637880206108093	3990,625	-0,731135785579681					3990,625	-0,842879354953766			3990,625	0,521202027797699	3990,625	0,615107774734497					3990,625	0,490618377923965	
		3993,75	0,638124406337738	3993,75	-0,732044756412506					3993,75	-0,84370619058609			3993,75	0,521626830101013	3993,75	0,615649342536926					3993,75	0,491124361753464	
		3996,875	0,639699399471283	3996,875	-0,73266077041626					3996,875	-0,845159947872162			3996,875	0,522267580032349	3996,875	0,618327677249908					3996,875	0,49408483505249	
		4000	0,644831776618958	4000	-0,734063982963562					4000	-0,84717184305191			4000	0,522089540958405	4000	0,625113785266876					4000	0,501026213169098	
		4003,125	0,64215612411499	4003,125	-0,730983257293701					4003,125	-0,843355536460876			4003,125	0,521255195140839	4003,125	0,62452507019043					4003,125	0,501007616519928	
		4006,25	0,641485869884491	4006,25	-0,728885054588318					4006,25	-0,84130859375			4006,25	0,5203657746315	4006,25	0,624513983726501					4006,25	0,501729130744934	
		4009,375	0,64173823595047	4009,375	-0,726018667221069					4009,375	-0,838086128234863			4009,375	0,51933616399765	4009,375	0,625236988067627					4009,375	0,503272116184235	
		4012,5	0,642187595367432	4012,5	-0,726173400878906					4012,5	-0,838583469390869			4012,5	0,520406782627106	4012,5	0,626534223556519					4012,5	0,505042672157288	
		4015,625	0,643170893192291	4015,625	-0,725543260574341					4015,625	-0,837879121303558			4015,625	0,520158052444458	4015,625	0,628347635269165					4015,625	0,508259057998657	
		4018,75	0,643746674060822	4018,75	-0,724541246891022					4018,75	-0,836719572544098			4018,75	0,518985271453857	4018,75	0,630959570407867					4018,75	0,511339783668518	
		4021,875	0,643996059894562	4021,875	-0,724165499210358					4021,875	-0,836277544498444			4021,875	0,516925394535065	4021,875	0,633885741233826					4021,875	0,513562798500061	
		4025	0,643877148628235	4025	-0,72310483455658					4025	-0,835687756538391			4025	0,517274558544159	4025	0,636483907699585					4025	0,516318917274475	
		4028,125	0,640431642532349	4028,125	-0,721283435821533					4028,125	-0,832618713378906			4028,125	0,518589913845062	4028,125	0,632083594799042					4028,125	0,513447642326355	
		4031,25	0,640361785888672	4031,25	-0,713453471660614					4031,25	-0,824978649616241			4031,25	0,512663900852203	4031,25	0,633992433547974					4031,25	0,518129408359528	
		4034,375	0,640864133834839	4034,375	-0,71495532989502					4034,375	-0,827264487743378			4034,375	0,514661312103271	4034,375	0,636841118335724					4034,375	0,520635366439819	
		4037,5	0,643960177898407	4037,5	-0,718055725097656					4037,5	-0,830300509929657			4037,5	0,517830312252045	4037,5	0,641183137893677					4037,5	0,524564683437347	
		4040,625	0,635909795761108	4040,625	-0,709876835346222					4040,625	-0,821071565151215			4040,625	0,514040231704712	4040,625	0,63507354259491					4040,625	0,520434558391571	
		4043,75	0,63827782869339	4043,75	-0,710600197315216					4043,75	-0,822250843048096			4043,75	0,51366651058197	4043,75	0,641078293323517					4043,75	0,526739776134491	
		4046,875	0,638284742832184	4046,875	-0,708616733551025					4046,875	-0,819642901420593			4046,875	0,512947797775269	4046,875	0,643425643444061					4046,875	0,529856085777283	
		4050	0,637378692626953	4050	-0,705099105834961					4050	-0,816491663455963			4050	0,512287080287933	4050	0,644730806350708					4050	0,532025039196014	
		4053,125	0,636332392692566	4053,125	-0,708809554576874					4053,125	-0,820391476154327			4053,125	0,516206562519073	4053,125	0,643745362758636					4053,125	0,531012356281281	
		4056,25	0,63783210515976	4056,25	-0,705069005489349					4056,25	-0,816890835762024			4056,25	0,513395547866821	4056,25	0,646831035614014					4056,25	0,535304546356201	
		4059,375	0,635500729084015	4059,375	-0,706901550292969					4059,375	-0,817485690116882			4059,375	0,516433596611023	4059,375	0,643367826938629					4059,375	0,531516015529633	
		4062,5	0,63352382183075	4062,5	-0,700306713581085					4062,5	-0,810389399528503			4062,5	0,512757539749146	4062,5	0,644982576370239					4062,5	0,534489452838898	
		4065,625	0,636181652545929	4065,625	-0,701493978500366					4065,625	-0,812356948852539			4065,625	0,514646351337433	4065,625	0,651592969894409					4065,625	0,541206240653992	
		4068,75	0,634605646133423	4068,75	-0,700483560562134					4068,75	-0,811252057552338			4068,75	0,515862047672272	4068,75	0,650735437870026					4068,75	0,540910720825195	
		4071,875	0,63225382566452	4071,875	-0,697436332702637					4071,875	-0,807406544685364			4071,875	0,514390885829926	4071,875	0,649292707443237					4071,875	0,540801644325256	
		4075	0,637892127037048	4075	-0,699731111526489					4075	-0,81095552444458			4075	0,516696631908417	4075	0,657225131988525					4075	0,548707783222198	
		4078,125	0,636617720127106	4078,125	-0,701011300086975					4078,125	-0,813783884048462			4078,125	0,518393278121948	4078,125	0,659446656703949					4078,125	0,551312506198883	
		4081,25	0,636694371700287	4081,25	-0,698893189430237					4081,25	-0,811894059181213			4081,25	0,517762541770935	4081,25	0,664571762084961					4081,25	0,557596266269684	
		4084,375	0,634771764278412	4084,375	-0,696137666702271					4084,375	-0,807979702949524			4084,375	0,515579879283905	4084,375	0,661762177944183					4084,375	0,554292559623718	
		4087,5	0,637543916702271	4087,5	-0,695743978023529					4087,5	-0,807663917541504			4087,5	0,517409205436707	4087,5	0,664679110050201					4087,5	0,55806565284729	
		4090,625	0,631524980068207	4090,625	-0,692466795444489					4090,625	-0,802652776241302			4090,625	0,518197119235992	4090,625	0,657958447933197					4090,625	0,552405595779419	
		4093,75	0,630564868450165	4093,75	-0,684614896774292					4093,75	-0,79424661397934			4093,75	0,51348489522934	4093,75	0,660002052783966					4093,75	0,556242167949677	
		4096,875	0,632538497447968	4096,875	-0,689724326133728					4096,875	-0,799822986125946			4096,875	0,518181324005127	4096,875	0,662878453731537					4096,875	0,559203386306763	
		4100	0,635387003421783	4100	-0,687909126281738					4100	-0,798304319381714			4100	0,518249154090881	4100	0,667113661766052					4100	0,564809739589691	
		4103,125	0,633509516716003	4103,125	-0,686446189880371					4103,125	-0,796769976615906			4103,125	0,518513321876526	4103,125	0,666912615299225					4103,125	0,565050840377808	
		4106,25	0,631866693496704	4106,25	-0,68822854757309					4106,25	-0,797756612300873			4106,25	0,520524442195892	4106,25	0,664955019950867					4106,25	0,562868416309357	
		4109,375	0,635744035243988	4109,375	-0,689997255802155					4109,375	-0,799470603466034			4109,375	0,522122919559479	4109,375	0,671218931674957					4109,375	0,569550156593323	
		4112,5	0,633136332035065	4112,5	-0,681606233119965					4112,5	-0,790314733982086			4112,5	0,518929243087769	4112,5	0,668855905532837					4112,5	0,568883955478668	
		4115,625	0,631547391414642	4115,625	-0,680777251720428					4115,625	-0,789442896842957			4115,625	0,519470453262329	4115,625	0,669895350933075					4115,625	0,570118963718414	
		4118,75	0,633047640323639	4118,75	-0,682299613952637					4118,75	-0,792145252227783			4118,75	0,52126282453537	4118,75	0,673885047435761					4118,75	0,574340343475342	
		4121,875	0,63141667842865	4121,875	-0,683061480522156					4121,875	-0,792051911354065			4121,875	0,523272931575775	4121,875	0,673877239227295					4121,875	0,574940264225006	
		4125	0,631495773792267	4125	-0,675325155258179					4125	-0,783355832099915			4125	0,518994927406311	4125	0,674636840820313					4125	0,57710874080658	
		4128,125	0,631001532077789	4128,125	-0,674287617206573					4128,125	-0,782606422901154			4128,125	0,520245790481567	4128,125	0,675991356372833					4128,125	0,578788578510284	
		4131,25	0,629902839660645	4131,25	-0,676386415958405					4131,25	-0,78445702791214			4131,25	0,522440373897552	4131,25	0,677179574966431					4131,25	0,580070018768311	
		4134,375	0,632160544395447	4134,375	-0,674456357955933					4134,375	-0,782454133033752			4134,375	0,521902799606323	4134,375	0,681656002998352					4134,375	0,585241079330444	
		4137,5	0,631871342658997	4137,5	-0,674344599246979					4137,5	-0,782357096672058			4137,5	0,523248910903931	4137,5	0,681517839431763					4137,5	0,585849285125732	
		4140,625	0,627950310707092	4140,625	-0,6738560795784					4140,625	-0,781088948249817			4140,625	0,523644208908081	4140,625	0,677877962589264					4140,625	0,582765221595764	
		4143,75	0,630681693553925	4143,75	-0,668840527534485					4143,75	-0,776419579982758			4143,75	0,521339774131775	4143,75	0,682897865772247					4143,75	0,588906109333038	
		4146,875	0,629178464412689	4146,875	-0,670665681362152					4146,875	-0,777451694011688			4146,875	0,524955213069916	4146,875	0,680614590644836					4146,875	0,586575150489807	
		4150	0,630873918533325	4150	-0,662883579730988					4150	-0,769380807876587			4150	0,521676421165466	4150	0,684739768505096					4150	0,592312812805176	
		4153,125	0,632755637168884	4153,125	-0,667034387588501					4153,125	-0,773259580135345			4153,125	0,525397717952728	4153,125	0,689241766929626					4153,125	0,59723037481308	
		4156,25	0,631513953208923	4156,25	-0,665163338184357					4156,25	-0,771847426891327			4156,25	0,52510666847229	4156,25	0,690538227558136					4156,25	0,598948180675507	
		4159,375	0,626221477985382	4159,375	-0,665992021560669					4159,375	-0,771793782711029			4159,375	0,526872456073761	4159,375	0,68581235408783					4159,375	0,594276010990143	
		4162,5	0,627958059310913	4162,5	-0,660867154598236					4162,5	-0,766768932342529			4162,5	0,52367490530014	4162,5	0,688690662384033					4162,5	0,598574280738831	
		4165,625	0,628629624843597	4165,625	-0,659289836883545					4165,625	-0,76517516374588			4165,625	0,524980366230011	4165,625	0,690254747867584					4165,625	0,599974393844604	
		4168,75	0,62724232673645	4168,75	-0,659061372280121					4168,75	-0,764154195785522			4168,75	0,525893270969391	4168,75	0,690394580364227					4168,75	0,60027551651001	
		4171,875	0,625448048114777	4171,875	-0,659417569637299					4171,875	-0,763639807701111			4171,875	0,526765644550323	4171,875	0,691125214099884					4171,875	0,601346731185913	
		4175	0,62697434425354	4175	-0,661085844039917					4175	-0,765688061714172			4175	0,528800308704376	4175	0,694407343864441					4175	0,605409979820251	
		4178,125	0,629136919975281	4178,125	-0,658526837825775					4178,125	-0,764360904693604			4178,125	0,529011487960815	4178,125	0,699190318584442					4178,125	0,61177521944046	
		4181,25	0,628471791744232	4181,25	-0,653887569904327					4181,25	-0,758665561676025			4181,25	0,527888119220734	4181,25	0,69990348815918					4181,25	0,612893164157867	
		4184,375	0,626314103603363	4184,375	-0,654339015483856					4184,375	-0,758556604385376			4184,375	0,529763638973236	4184,375	0,698517680168152					4184,375	0,611679315567017	
		4187,5	0,626652777194977	4187,5	-0,652239859104156					4187,5	-0,756208419799805			4187,5	0,529101371765137	4187,5	0,701366603374481					4187,5	0,615184664726257	
		4190,625	0,626043260097504	4190,625	-0,65329247713089					4190,625	-0,757017850875854			4190,625	0,531339228153229	4190,625	0,701636373996735					4190,625	0,616214454174042	
		4193,75	0,624798476696014	4193,75	-0,652805268764496					4193,75	-0,756586790084839			4193,75	0,532055675983429	4193,75	0,70315158367157					4193,75	0,617989242076874	
		4196,875	0,62379914522171	4196,875	-0,650028944015503					4196,875	-0,753510177135468			4196,875	0,53152859210968	4196,875	0,703591227531433					4196,875	0,62016087770462	
		4200	0,623077630996704	4200	-0,649431347846985					4200	-0,752972304821014			4200	0,533968031406403	4200	0,70204883813858					4200	0,620127379894257	
		4203,125	0,624022960662842	4203,125	-0,644579470157623					4203,125	-0,748501777648926			4203,125	0,531909346580505	4203,125	0,70532763004303					4203,125	0,623057007789612	
		4206,25	0,619028747081757	4206,25	-0,640095412731171					4206,25	-0,743048846721649			4206,25	0,53082937002182	4206,25	0,702543377876282					4206,25	0,620217978954315	
		4209,375	0,620328605175018	4209,375	-0,640452921390533					4209,375	-0,744680166244507			4209,375	0,532595276832581	4209,375	0,705753862857819					4209,375	0,623879075050354	
		4212,5	0,622162044048309	4212,5	-0,643120408058167					4212,5	-0,746942937374115			4212,5	0,535194516181946	4212,5	0,710252523422241					4212,5	0,627917230129242	
		4215,625	0,622898161411285	4215,625	-0,640793681144714					4215,625	-0,745217740535736			4215,625	0,535826086997986	4215,625	0,713590562343597					4215,625	0,630941390991211	
		4218,75	0,622149467468262	4218,75	-0,64058256149292					4218,75	-0,743123590946198			4218,75	0,536792278289795	4218,75	0,714073777198792					4218,75	0,632494270801544	
		4221,875	0,620400130748749	4221,875	-0,640058279037476					4221,875	-0,741990029811859			4221,875	0,537235260009766	4221,875	0,713543891906738					4221,875	0,631953954696655	
		4225	0,620020627975464	4225	-0,635233879089355					4225	-0,738351762294769			4225	0,535557150840759	4225	0,716443181037903					4225	0,632574200630188	
		4228,125	0,618339538574219	4228,125	-0,633527219295502					4228,125	-0,734302699565887			4228,125	0,53584349155426	4228,125	0,715178787708282					4228,125	0,634685158729553	
		4231,25	0,617802143096924	4231,25	-0,636923253536224					4231,25	-0,736871302127838			4231,25	0,540153443813324	4231,25	0,717115163803101					4231,25	0,637087047100067	
