Frequency in Hz	AED_Ref_40mm_LF Sound Reflection Factor continuous Re	Frequency in Hz	AED_Ref_40mm_HF Sound Reflection Factor continuous Re	Frequency in Hz	SpecimenHolder_HF Sound Reflection Factor continuous Re	Frequency in Hz	SpecimenHolder_LF Sound Reflection Factor continuous Re	Frequency in Hz	Air_LF Sound Reflection Factor continuous Re	Frequency in Hz	Air_HF Sound Reflection Factor continuous Re	Frequency in Hz	AED_Ref_40mm_LF Sound Reflection Factor continuous Im	Frequency in Hz	AED_Ref_40mm_HF Sound Reflection Factor continuous Im	Frequency in Hz	SpecimenHolder_HF Sound Reflection Factor continuous Im	Frequency in Hz	SpecimenHolder_LF Sound Reflection Factor continuous Im	Frequency in Hz	Air_LF Sound Reflection Factor continuous Im	Frequency in Hz	Air_HF Sound Reflection Factor continuous Im	
		1731,25	0,7647305727005	1731,25	-0,0122417900711298					1731,25	-0,017603226006031			1731,25	0,192474737763405	1731,25	-0,965217173099518					1731,25	-0,979816019535065	
		1734,375	0,766445517539978	1734,375	-0,0190956573933363					1734,375	-0,0239699017256498			1734,375	0,189378082752228	1734,375	-0,965988278388977					1734,375	-0,980797171592712	
		1737,5	0,761365711688995	1737,5	-0,0200105402618647					1737,5	-0,0249677877873182			1737,5	0,187752425670624	1737,5	-0,961117148399353					1737,5	-0,976259171962738	
		1740,625	0,758625447750092	1740,625	-0,019806357100606					1740,625	-0,0243686866015196			1740,625	0,194464981555939	1740,625	-0,964765429496765					1740,625	-0,979389309883118	
		1743,75	0,755479097366333	1743,75	-0,02921187505126					1743,75	-0,0329308398067951			1743,75	0,190764576196671	1743,75	-0,959036290645599					1743,75	-0,973560214042664	
		1746,875	0,753383159637451	1746,875	-0,0293594170361757					1746,875	-0,0327383205294609			1746,875	0,193590953946114	1746,875	-0,956772744655609					1746,875	-0,971519529819489	
		1750	0,752203047275543	1750	-0,0301469787955284					1750	-0,0331156998872757			1750	0,197512596845627	1750	-0,959741115570068					1750	-0,974608838558197	
		1753,125	0,750581443309784	1753,125	-0,0371164530515671					1753,125	-0,0394158847630024			1753,125	0,199199378490448	1753,125	-0,960601210594177					1753,125	-0,975547969341278	
		1756,25	0,749826550483704	1756,25	-0,0418859086930752					1756,25	-0,0436188392341137			1756,25	0,197142332792282	1756,25	-0,96062570810318					1756,25	-0,975716114044189	
		1759,375	0,751882076263428	1759,375	-0,0390415377914906					1759,375	-0,0407130271196365			1759,375	0,201847031712532	1759,375	-0,961848676204681					1759,375	-0,977004051208496	
		1762,5	0,750587582588196	1762,5	-0,044965136796236					1762,5	-0,0460855141282082			1762,5	0,201799929141998	1762,5	-0,961394667625427					1762,5	-0,976877212524414	
		1765,625	0,752001285552979	1765,625	-0,0497053377330303					1765,625	-0,0503144301474094			1765,625	0,199990719556808	1765,625	-0,959214925765991					1765,625	-0,974615931510925	
		1768,75	0,750181198120117	1768,75	-0,0544788278639317					1768,75	-0,0549430847167969			1768,75	0,202614367008209	1768,75	-0,956706047058105					1768,75	-0,972314715385437	
		1771,875	0,749788105487823	1771,875	-0,0552102625370026					1771,875	-0,055438295006752			1771,875	0,204907387495041	1771,875	-0,959084987640381					1771,875	-0,974577486515045	
		1775	0,749631345272064	1775	-0,0563042722642422					1775	-0,0562407821416855			1775	0,206005498766899	1775	-0,958909809589386					1775	-0,974429249763489	
		1778,125	0,750791549682617	1778,125	-0,061375804245472					1778,125	-0,0605925247073174			1778,125	0,205080419778824	1778,125	-0,959756314754486					1778,125	-0,975391864776611	
		1781,25	0,748297393321991	1781,25	-0,0653048679232597					1781,25	-0,0638833120465279			1781,25	0,206325322389603	1781,25	-0,957411468029022					1781,25	-0,972850441932678	
		1784,375	0,747328877449036	1784,375	-0,0672197341918945					1784,375	-0,0653584524989128			1784,375	0,206422120332718	1784,375	-0,959319412708282					1784,375	-0,974858641624451	
		1787,5	0,750402808189392	1787,5	-0,0696347430348396					1787,5	-0,0675729438662529			1787,5	0,2063959389925	1787,5	-0,963249623775482					1787,5	-0,978809416294098	
		1790,625	0,744548320770264	1790,625	-0,0740633085370064					1790,625	-0,0713943541049957			1790,625	0,207052737474442	1790,625	-0,957571029663086					1790,625	-0,973226130008698	
		1793,75	0,749371826648712	1793,75	-0,0820018723607063					1793,75	-0,0787267684936523			1793,75	0,205816358327866	1793,75	-0,961453199386597					1793,75	-0,977193236351013	
		1796,875	0,748058497905731	1796,875	-0,0806178897619247					1796,875	-0,076811857521534			1796,875	0,20977096259594	1796,875	-0,960917532444					1796,875	-0,976720094680786	
		1800	0,74326080083847	1800	-0,0782270431518555					1800	-0,0739609226584435			1800	0,214744046330452	1800	-0,957659780979156					1800	-0,973947584629059	
		1803,125	0,744376122951508	1803,125	-0,0909883603453636					1803,125	-0,0856839939951897			1803,125	0,209647104144096	1803,125	-0,95700740814209					1803,125	-0,973572432994843	
		1806,25	0,742653906345367	1806,25	-0,0901917517185211					1806,25	-0,0846933946013451			1806,25	0,212763130664825	1806,25	-0,954984724521637					1806,25	-0,97120600938797	
		1809,375	0,74157589673996	1809,375	-0,095066986978054					1809,375	-0,0880108252167702			1809,375	0,213863015174866	1809,375	-0,95253187417984					1809,375	-0,968231379985809	
		1812,5	0,740713000297546	1812,5	-0,0922951996326447					1812,5	-0,0840302035212517			1812,5	0,218468278646469	1812,5	-0,953663647174835					1812,5	-0,967215895652771	
		1815,625	0,741438746452332	1815,625	-0,105891048908234					1815,625	-0,0997647941112518			1815,625	0,213730737566948	1815,625	-0,957039415836334					1815,625	-0,972805917263031	
		1818,75	0,738256812095642	1818,75	-0,104230806231499					1818,75	-0,0976100265979767			1818,75	0,21646711230278	1818,75	-0,951546728610992					1818,75	-0,96783310174942	
		1821,875	0,738914966583252	1821,875	-0,109005562961102					1821,875	-0,101382955908775			1821,875	0,21788515150547	1821,875	-0,954236507415771					1821,875	-0,970880389213562	
		1825	0,740309834480286	1825	-0,111859850585461					1825	-0,103673681616783			1825	0,219457715749741	1825	-0,954926192760468					1825	-0,971802771091461	
		1828,125	0,739679753780365	1828,125	-0,114037945866585					1828,125	-0,105338789522648			1828,125	0,222208246588707	1828,125	-0,955382764339447					1828,125	-0,972430467605591	
		1831,25	0,737373828887939	1831,25	-0,115920215845108					1831,25	-0,106695458292961			1831,25	0,224682331085205	1831,25	-0,951812326908112					1831,25	-0,968864917755127	
		1834,375	0,735342800617218	1834,375	-0,121476501226425					1834,375	-0,111776396632195			1834,375	0,225083872675896	1834,375	-0,951929211616516					1834,375	-0,969106256961823	
		1837,5	0,735215723514557	1837,5	-0,122761599719524					1837,5	-0,112629354000092			1837,5	0,227516561746597	1837,5	-0,952998459339142					1837,5	-0,970231354236603	
		1840,625	0,738899230957031	1840,625	-0,128615364432335					1840,625	-0,117674998939037			1840,625	0,22811684012413	1840,625	-0,957751631736755					1840,625	-0,975168168544769	
		1843,75	0,73620331287384	1843,75	-0,131263718008995					1843,75	-0,119903534650803			1843,75	0,227355033159256	1843,75	-0,953935265541077					1843,75	-0,971520900726318	
		1846,875	0,736913859844208	1846,875	-0,136741146445274					1846,875	-0,124889440834522			1846,875	0,22855918109417	1846,875	-0,955747842788696					1846,875	-0,973488390445709	
		1850	0,737335681915283	1850	-0,138916477560997					1850	-0,126595050096512			1850	0,230725094676018	1850	-0,954065322875977					1850	-0,972031474113464	
		1853,125	0,737487137317657	1853,125	-0,141007915139198					1853,125	-0,127974197268486			1853,125	0,232343837618828	1853,125	-0,955026566982269					1853,125	-0,972961604595184	
		1856,25	0,734583139419556	1856,25	-0,141096487641335					1856,25	-0,127790927886963			1856,25	0,235394388437271	1856,25	-0,9494908452034					1856,25	-0,967746317386627	
		1859,375	0,736466467380524	1859,375	-0,146971225738525					1859,375	-0,133183151483536			1859,375	0,23572963476181	1859,375	-0,951047718524933					1859,375	-0,969908773899078	
		1862,5	0,73593944311142	1862,5	-0,154885903000832					1862,5	-0,140520960092545			1862,5	0,235270887613297	1862,5	-0,949306905269623					1862,5	-0,968194246292114	
		1865,625	0,736050188541412	1865,625	-0,153757631778717					1865,625	-0,138936698436737			1865,625	0,238994479179382	1865,625	-0,950102865695953					1865,625	-0,968830168247223	
		1868,75	0,734873831272125	1868,75	-0,15436914563179					1868,75	-0,139329373836517			1868,75	0,241492494940758	1868,75	-0,94791042804718					1868,75	-0,966626048088074	
		1871,875	0,73618358373642	1871,875	-0,16160286962986					1871,875	-0,145590543746948			1871,875	0,241587460041046	1871,875	-0,947706043720245					1871,875	-0,967107474803925	
		1875	0,737862586975098	1875	-0,162644118070602					1875	-0,146134704351425			1875	0,243483155965805	1875	-0,950433313846588					1875	-0,970130145549774	
		1878,125	0,736410558223724	1878,125	-0,166513904929161					1878,125	-0,149481281638145			1878,125	0,242536395788193	1878,125	-0,945448517799377					1878,125	-0,964783906936646	
		1881,25	0,737117171287537	1881,25	-0,171942040324211					1881,25	-0,154151424765587			1881,25	0,244155690073967	1881,25	-0,947113990783691					1881,25	-0,966582834720612	
		1884,375	0,737232148647308	1884,375	-0,174600824713707					1884,375	-0,156111150979996			1884,375	0,246826857328415	1884,375	-0,950543582439423					1884,375	-0,970483660697937	
		1887,5	0,737936794757843	1887,5	-0,179334595799446					1887,5	-0,160724595189095			1887,5	0,249081417918205	1887,5	-0,949484944343567					1887,5	-0,969675123691559	
		1890,625	0,736267745494843	1890,625	-0,182042106986046					1890,625	-0,163455337285995			1890,625	0,248792082071304	1890,625	-0,942920207977295					1890,625	-0,963254570960999	
		1893,75	0,736471354961395	1893,75	-0,182997658848763					1893,75	-0,164373472332954			1893,75	0,251037240028381	1893,75	-0,941620051860809					1893,75	-0,962032318115234	
		1896,875	0,73656964302063	1896,875	-0,186273768544197					1896,875	-0,167243763804436			1896,875	0,251565337181091	1896,875	-0,937809884548187					1896,875	-0,958595991134644	
		1900	0,73754620552063	1900	-0,189697027206421					1900	-0,169656112790108			1900	0,252508014440537	1900	-0,940659523010254					1900	-0,961586475372314	
		1903,125	0,735389649868011	1903,125	-0,192181676626205					1903,125	-0,171679824590683			1903,125	0,253441452980042	1903,125	-0,939286351203918					1903,125	-0,960283756256104	
		1906,25	0,736157178878784	1906,25	-0,198913797736168					1906,25	-0,177974060177803			1906,25	0,253832817077637	1906,25	-0,938364326953888					1906,25	-0,959616363048553	
		1909,375	0,738391041755676	1909,375	-0,200506329536438					1909,375	-0,179112553596497			1909,375	0,255687445402145	1909,375	-0,93795782327652					1909,375	-0,95993435382843	
		1912,5	0,73932683467865	1912,5	-0,200718492269516					1912,5	-0,178695350885391			1912,5	0,258597284555435	1912,5	-0,938133120536804					1912,5	-0,96020370721817	
		1915,625	0,738490045070648	1915,625	-0,206835120916367					1915,625	-0,184307098388672			1915,625	0,258398443460464	1915,625	-0,937149703502655					1915,625	-0,95929479598999	
		1918,75	0,739439845085144	1918,75	-0,214573055505753					1918,75	-0,191853225231171			1918,75	0,256583541631699	1918,75	-0,934125363826752					1918,75	-0,95698744058609	
		1921,875	0,741313457489014	1921,875	-0,212209552526474					1921,875	-0,188849717378616			1921,875	0,260128527879715	1921,875	-0,938284397125244					1921,875	-0,961127758026123	
		1925	0,743066608905792	1925	-0,215278893709183					1925	-0,191522777080536			1925	0,26130884885788	1925	-0,941812336444855					1925	-0,96427196264267	
		1928,125	0,740590631961823	1928,125	-0,220531582832336					1928,125	-0,195908322930336			1928,125	0,260975927114487	1928,125	-0,934649407863617					1928,125	-0,957805156707764	
		1931,25	0,741035223007202	1931,25	-0,221554309129715					1931,25	-0,195973694324493			1931,25	0,262565821409225	1931,25	-0,933466970920563					1931,25	-0,956870138645172	
		1934,375	0,742587983608246	1934,375	-0,226679027080536					1934,375	-0,200205251574516			1934,375	0,262935638427734	1934,375	-0,934676170349121					1934,375	-0,957845449447632	
		1937,5	0,742817580699921	1937,5	-0,228443756699562					1937,5	-0,201475605368614			1937,5	0,264727264642715	1937,5	-0,934473693370819					1937,5	-0,95820826292038	
		1940,625	0,742957592010498	1940,625	-0,232147455215454					1940,625	-0,204702645540237			1940,625	0,264355659484863	1940,625	-0,933035671710968					1940,625	-0,956901848316193	
		1943,75	0,743756115436554	1943,75	-0,240398555994034					1943,75	-0,212270215153694			1943,75	0,26538473367691	1943,75	-0,932017266750336					1943,75	-0,95650041103363	
		1946,875	0,743318915367126	1946,875	-0,240596204996109					1946,875	-0,212122365832329			1946,875	0,264924943447113	1946,875	-0,929219484329224					1946,875	-0,953857243061066	
		1950	0,74394154548645	1950	-0,241221055388451					1950	-0,212326169013977			1950	0,267782658338547	1950	-0,930836319923401					1950	-0,955531179904938	
		1953,125	0,746493339538574	1953,125	-0,253501176834106					1953,125	-0,224438443779945			1953,125	0,266955971717834	1953,125	-0,932777225971222					1953,125	-0,958825290203094	
		1956,25	0,746107816696167	1956,25	-0,25375971198082					1956,25	-0,225044265389442			1956,25	0,269402384757996	1956,25	-0,930133581161499					1956,25	-0,956583201885223	
		1959,375	0,747882306575775	1959,375	-0,257458329200745					1959,375	-0,22737517952919			1959,375	0,269213318824768	1959,375	-0,928595185279846					1959,375	-0,955070495605469	
		1962,5	0,750287294387817	1962,5	-0,256542414426804					1962,5	-0,225941970944405			1962,5	0,271679848432541	1962,5	-0,934648633003235					1962,5	-0,96041351556778	
		1965,625	0,748256742954254	1965,625	-0,256732493638992					1965,625	-0,22600468993187			1965,625	0,271697640419006	1965,625	-0,927740037441254					1965,625	-0,952974319458008	
		1968,75	0,749402582645416	1968,75	-0,260076075792313					1968,75	-0,228470325469971			1968,75	0,270886093378067	1968,75	-0,924303233623505					1968,75	-0,950783669948578	
		1971,875	0,748589634895325	1971,875	-0,265880465507507					1971,875	-0,234288573265076			1971,875	0,270830512046814	1971,875	-0,920112669467926					1971,875	-0,947157502174377	
		1975	0,745573043823242	1975	-0,267284452915192					1975	-0,235063046216965			1975	0,272469580173492	1975	-0,923612117767334					1975	-0,950178682804108	
		1978,125	0,750409722328186	1978,125	-0,274407655000687					1978,125	-0,240889370441437			1978,125	0,271817326545715	1978,125	-0,929006993770599					1978,125	-0,9551140666008	
		1981,25	0,749343693256378	1981,25	-0,263879597187042					1981,25	-0,230571120977402			1981,25	0,273590743541718	1981,25	-0,923010408878326					1981,25	-0,949597656726837	
		1984,375	0,750703811645508	1984,375	-0,27388072013855					1984,375	-0,240684941411018			1984,375	0,272387623786926	1984,375	-0,915422081947327					1984,375	-0,943286180496216	
		1987,5	0,750944197177887	1987,5	-0,279329091310501					1987,5	-0,245323836803436			1987,5	0,274899870157242	1987,5	-0,917331159114838					1987,5	-0,944864153862	
		1990,625	0,751961350440979	1990,625	-0,286175012588501					1990,625	-0,250935226678848			1990,625	0,277137607336044	1990,625	-0,926147997379303					1990,625	-0,953410506248474	
		1993,75	0,751986563205719	1993,75	-0,287904262542725					1993,75	-0,253485143184662			1993,75	0,272855579853058	1993,75	-0,917554140090942					1993,75	-0,947663128376007	
		1996,875	0,753812611103058	1996,875	-0,293597936630249					1996,875	-0,258735507726669			1996,875	0,275191843509674	1996,875	-0,917895019054413					1996,875	-0,947487533092499	
		2000	0,75476062297821	2000	-0,299722105264664					2000	-0,263415664434433			2000	0,277742117643356	2000	-0,923529148101807					2000	-0,952960729598999	
		2003,125	0,754585206508636	2003,125	-0,297918170690537					2003,125	-0,260271430015564			2003,125	0,277762353420258	2003,125	-0,929007589817047					2003,125	-0,95911169052124	
		2006,25	0,755163371562958	2006,25	-0,309753686189651					2006,25	-0,272416323423386			2006,25	0,277627438306808	2006,25	-0,92675107717514					2006,25	-0,956634342670441	
		2009,375	0,754734098911285	2009,375	-0,309443801641464					2009,375	-0,2727090716362			2009,375	0,27591136097908	2009,375	-0,913034915924072					2009,375	-0,944341599941254	
		2012,5	0,753901124000549	2012,5	-0,307890951633453					2012,5	-0,270334005355835			2012,5	0,276449918746948	2012,5	-0,908972024917603					2012,5	-0,939441084861755	
		2015,625	0,755372583866119	2015,625	-0,316047489643097					2015,625	-0,277988344430923			2015,625	0,278439909219742	2015,625	-0,911884546279907					2015,625	-0,942222595214844	
		2018,75	0,754988670349121	2018,75	-0,312943518161774					2018,75	-0,275050520896912			2018,75	0,275109797716141	2018,75	-0,906578838825226					2018,75	-0,938166916370392	
		2021,875	0,757280945777893	2021,875	-0,322453767061234					2021,875	-0,282637774944305			2021,875	0,279457330703735	2021,875	-0,911036193370819					2021,875	-0,943059921264648	
		2025	0,757865369319916	2025	-0,327321588993073					2025	-0,286035388708115			2025	0,279234439134598	2025	-0,910386264324188					2025	-0,944376409053802	
		2028,125	0,755671858787537	2028,125	-0,322694480419159					2028,125	-0,282027542591095			2028,125	0,280063658952713	2028,125	-0,908728420734406					2028,125	-0,942461371421814	
		2031,25	0,753075957298279	2031,25	-0,318004488945007					2031,25	-0,277552753686905			2031,25	0,278218269348145	2031,25	-0,898815155029297					2031,25	-0,931951940059662	
