Frequency in Hz	AED_Ref_40mm_LF Normalized Surface Impedance continuous Re	Frequency in Hz	AED_Ref_40mm_HF Normalized Surface Impedance continuous Re	Frequency in Hz	SpecimenHolder_HF Normalized Surface Impedance continuous Re	Frequency in Hz	SpecimenHolder_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Air_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Air_HF Normalized Surface Impedance continuous Re	Frequency in Hz	AED_Ref_40mm_LF Normalized Surface Impedance continuous Im	Frequency in Hz	AED_Ref_40mm_HF Normalized Surface Impedance continuous Im	Frequency in Hz	SpecimenHolder_HF Normalized Surface Impedance continuous Im	Frequency in Hz	SpecimenHolder_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Air_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Air_HF Normalized Surface Impedance continuous Im	
350	4,41121530532837	806,25	7,94458818435669	806,25	0,0400266349315643	350	0,487220466136932	350	0,369357615709305	806,25	0,0148362861946225	350	-0,595799446105957	806,25	4,41180992126465	806,25	-2,805251121521	350	-5,99606275558472	350	-5,43112134933472	806,25	-2,52911376953125	
353,125	4,48807048797607	809,375	8,17415237426758	809,375	0,0481200441718102	353,125	0,428286612033844	353,125	0,326408296823502	809,375	0,0273331627249718	353,125	-0,474672138690948	809,375	4,24781179428101	809,375	-2,72599792480469	353,125	-5,95066833496094	353,125	-5,39227676391602	809,375	-2,46511173248291	
356,25	4,55499076843262	812,5	7,75287628173828	812,5	0,0472721047699451	356,25	0,285831600427628	356,25	0,203337579965591	812,5	0,020778676494956	356,25	-0,445556074380875	812,5	4,3613018989563	812,5	-2,7710874080658	356,25	-5,84041738510132	356,25	-5,29147863388062	812,5	-2,50449371337891	
359,375	4,5610933303833	815,625	7,63244676589966	815,625	0,0517269633710384	359,375	0,252678692340851	359,375	0,180633023381233	815,625	0,017453558743	359,375	-0,390683174133301	815,625	4,3461709022522	815,625	-2,79903650283813	359,375	-5,65630340576172	359,375	-5,12626552581787	815,625	-2,52534985542297	
362,5	4,56401824951172	818,75	7,8389835357666	818,75	0,0627559572458267	362,5	0,305377990007401	362,5	0,222990170121193	818,75	0,0344803780317307	362,5	-0,287303626537323	818,75	4,25654935836792	818,75	-2,73927402496338	362,5	-5,6645622253418	362,5	-5,12258005142212	818,75	-2,4760000705719	
365,625	4,62257099151611	821,875	7,6175274848938	821,875	0,0632940679788589	365,625	0,475055724382401	365,625	0,365676164627075	821,875	0,0365081168711185	365,625	-0,173816293478012	821,875	4,1207160949707	821,875	-2,73619937896729	365,625	-5,58894062042236	365,625	-5,07634878158569	821,875	-2,47419619560242	
368,75	4,71543502807617	825	7,17097091674805	825	0,0383042693138123	368,75	0,272140383720398	368,75	0,191597059369087	825	0,0115488599985838	368,75	-0,0773529931902885	825	4,1527533531189	825	-2,78370022773743	368,75	-5,63371849060059	368,75	-5,09122228622437	825	-2,50629138946533	
371,875	4,87776613235474	828,125	7,27073431015015	828,125	0,037424623966217	371,875	0,00453354511409998	371,875	-0,0249844361096621	828,125	0,0105433510616422	371,875	0,0246876813471317	828,125	4,07029581069946	828,125	-2,76938152313232	371,875	-5,5851411819458	371,875	-5,03871536254883	828,125	-2,49106001853943	
375	4,66263675689697	831,25	6,92221927642822	831,25	0,133226722478867	375	0,491938322782516	375	0,412985682487488	831,25	0,0834402441978455	375	0,13768370449543	831,25	3,63194632530212	831,25	-2,79913735389709	375	-5,30594062805176	375	-4,82768964767456	831,25	-2,52027535438538	
378,125	4,7929425239563	834,375	7,58881616592407	834,375	0,106597498059273	378,125	0,408851355314255	378,125	0,329965770244598	834,375	0,0689646899700165	378,125	0,184112146496773	834,375	3,99821209907532	834,375	-2,68873238563538	378,125	-5,25064039230347	378,125	-4,78256368637085	834,375	-2,43582320213318	
381,25	4,91970729827881	837,5	7,54129981994629	837,5	0,0636296793818474	381,25	0,276361018419266	381,25	0,191928163170815	837,5	0,0361523739993572	381,25	0,34773913025856	837,5	4,21747732162476	837,5	-2,66879034042358	381,25	-5,50930690765381	381,25	-4,98840379714966	837,5	-2,41744041442871	
384,375	4,87218141555786	840,625	7,42193174362183	840,625	0,0534589700400829	384,375	0,469766467809677	384,375	0,374633878469467	840,625	0,0303924195468426	384,375	0,352508246898651	840,625	4,12733697891235	840,625	-2,65285134315491	384,375	-5,25586652755737	384,375	-4,7833456993103	840,625	-2,40024471282959	
387,5	4,95483636856079	843,75	7,45486640930176	843,75	0,0724022537469864	387,5	0,33154433965683	387,5	0,263935446739197	843,75	0,044657826423645	387,5	0,284207940101624	843,75	4,04247331619263	843,75	-2,63267707824707	387,5	-5,06445598602295	387,5	-4,60166931152344	843,75	-2,38308095932007	
390,625	5,11193561553955	846,875	7,33265447616577	846,875	0,0478839799761772	390,625	0,202493697404861	390,625	0,15586644411087	846,875	0,0246959514915943	390,625	0,356977462768555	846,875	4,3541145324707	846,875	-2,62299180030823	390,625	-5,01064300537109	390,625	-4,54619741439819	846,875	-2,37387180328369	
393,75	5,20489645004272	850	7,22839641571045	850	0,026057219132781	393,75	0,216506093740463	393,75	0,148095831274986	850	0,00677070673555136	393,75	0,653526663780212	850	4,39631748199463	850	-2,61098885536194	393,75	-5,28297233581543	393,75	-4,78752660751343	850	-2,36413145065308	
396,875	5,26419115066528	853,125	6,85215044021606	853,125	0,0120315384119749	396,875	0,22682623565197	396,875	0,150800377130508	853,125	-0,00321505265310407	396,875	0,761196553707123	853,125	4,36344814300537	853,125	-2,62375831604004	396,875	-5,28734159469604	396,875	-4,78845453262329	853,125	-2,37081003189087	
400	5,29910945892334	856,25	6,80500745773315	856,25	0,054418507963419	400	0,24066062271595	400	0,15672604739666	856,25	0,0265456642955542	400	0,877988159656525	856,25	4,07318735122681	856,25	-2,65328073501587	400	-5,30730104446411	400	-4,79253959655762	856,25	-2,39780831336975	
403,125	5,31899976730347	859,375	6,91746377944946	859,375	0,0771860927343369	403,125	0,231907427310944	403,125	0,148338437080383	859,375	0,0448658801615238	403,125	0,973800003528595	859,375	3,92101216316223	859,375	-2,63264465332031	403,125	-5,28863668441772	403,125	-4,77168416976929	859,375	-2,38102769851685	
406,25	5,38413619995117	862,5	6,8714427947998	862,5	0,0606330819427967	406,25	0,367470175027847	406,25	0,260830074548721	862,5	0,0347976833581924	406,25	0,92416375875473	862,5	4,08253908157349	862,5	-2,6005711555481	406,25	-5,08110809326172	406,25	-4,62695741653442	862,5	-2,35571599006653	
409,375	5,34146738052368	865,625	6,7320556640625	865,625	0,0516792684793472	409,375	0,393701285123825	409,375	0,315359264612198	865,625	0,0275615956634283	409,375	0,86588329076767	865,625	4,24116802215576	865,625	-2,59270668029785	409,375	-4,82184839248657	409,375	-4,40188789367676	865,625	-2,34938716888428	
412,5	5,53164911270142	868,75	6,63167715072632	868,75	0,0409093908965588	412,5	0,351823925971985	412,5	0,283907443284988	868,75	0,0190633367747068	412,5	0,826714277267456	868,75	4,42050170898438	868,75	-2,58233523368835	412,5	-4,67077779769897	412,5	-4,26487350463867	868,75	-2,3404483795166	
415,625	5,74042224884033	871,875	6,74961137771606	871,875	0,04464191198349	415,625	0,156559735536575	415,625	0,110172897577286	871,875	0,0211883988231421	415,625	1,05152332782745	871,875	4,44641971588135	871,875	-2,55561637878418	415,625	-4,80893993377686	415,625	-4,36620330810547	871,875	-2,31787419319153	
418,75	5,64740228652954	875	6,6082558631897	875	0,0593339093029499	418,75	0,316112875938416	418,75	0,251920014619827	875	0,0329381600022316	418,75	1,04706943035126	875	4,33143472671509	875	-2,55286765098572	418,75	-4,6880669593811	418,75	-4,28048658370972	875	-2,31339907646179	
421,875	5,81542491912842	878,125	6,66936922073364	878,125	0,0501756444573402	421,875	0,170228555798531	421,875	0,148648500442505	878,125	0,026164973154664	421,875	1,03245675563812	878,125	4,40344762802124	878,125	-2,54122257232666	421,875	-4,55145406723022	421,875	-4,14908885955811	878,125	-2,30448484420776	
425	5,82197237014771	881,25	6,74842548370361	881,25	0,0620334818959236	425	0,231528431177139	425	0,183364391326904	881,25	0,0369625762104988	425	1,092928647995	881,25	4,37097978591919	881,25	-2,52062439918518	425	-4,63585901260376	425	-4,2181191444397	881,25	-2,28852295875549	
428,125	5,75401735305786	884,375	6,56339359283447	884,375	0,0558886900544167	428,125	0,362836927175522	428,125	0,256067335605621	884,375	0,0310519132763147	428,125	1,39355039596558	884,375	4,36442708969116	884,375	-2,51827192306519	428,125	-4,87417125701904	428,125	-4,42636919021606	884,375	-2,28424453735352	
431,25	6,02565288543701	887,5	6,44485521316528	887,5	0,0739693641662598	431,25	0,197060376405716	431,25	0,14370059967041	887,5	0,0459383763372898	431,25	1,24433386325836	887,5	4,21103715896606	887,5	-2,51763272285461	431,25	-4,60522079467773	431,25	-4,18799257278442	887,5	-2,28427314758301	
434,375	5,9726767539978	890,625	6,55565786361694	890,625	0,0733409151434898	434,375	0,228343412280083	434,375	0,167049378156662	890,625	0,0456023849546909	434,375	1,37310886383057	890,625	4,28443145751953	890,625	-2,49781060218811	434,375	-4,66461038589478	434,375	-4,23465633392334	890,625	-2,26830506324768	
437,5	5,98290061950684	893,75	6,60671138763428	893,75	0,0419042408466339	437,5	0,204679548740387	437,5	0,146457374095917	893,75	0,0218779575079679	437,5	1,43322134017944	893,75	4,63287019729614	893,75	-2,47602081298828	437,5	-4,68232202529907	437,5	-4,2390022277832	893,75	-2,25019550323486	
440,625	6,01807594299316	896,875	6,65244579315186	896,875	0,0529767610132694	440,625	0,262504458427429	440,625	0,186968058347702	896,875	0,0290280357003212	440,625	1,48559892177582	896,875	4,51499938964844	896,875	-2,46446967124939	440,625	-4,69311094284058	440,625	-4,24777507781982	896,875	-2,2406370639801	
443,75	6,15109968185425	900	6,41886186599731	900	0,0521699711680412	443,75	0,224878117442131	443,75	0,171048283576965	900	0,0277611613273621	443,75	1,44528448581696	900	4,60294008255005	900	-2,4704418182373	443,75	-4,53909158706665	443,75	-4,11581802368164	900	-2,24461007118225	
446,875	6,1512770652771	903,125	6,39988660812378	903,125	0,0616586431860924	446,875	0,287967771291733	446,875	0,211863622069359	903,125	0,0368631668388844	446,875	1,52619814872742	903,125	4,44172239303589	903,125	-2,46089482307434	446,875	-4,55361413955688	446,875	-4,13539981842041	903,125	-2,23584270477295	
450	6,27316379547119	906,25	6,28160047531128	906,25	0,0542985610663891	450	0,128931358456612	450	0,0775590017437935	906,25	0,0323644801974297	450	1,79866349697113	906,25	4,60456657409668	906,25	-2,44698858261108	450	-4,64066648483276	450	-4,19494819641113	906,25	-2,22366118431091	
453,125	6,25803661346436	909,375	6,22958326339722	909,375	0,0373003445565701	453,125	0,102532863616943	453,125	0,0581267960369587	909,375	0,0167244710028172	453,125	1,7848356962204	909,375	4,89606809616089	909,375	-2,43699789047241	453,125	-4,62849903106689	453,125	-4,17426776885986	909,375	-2,21494841575623	
456,25	6,41786575317383	912,5	6,52621507644653	912,5	0,0390730611979961	456,25	-0,0039298408664763	456,25	-0,0247407015413046	912,5	0,0188011713325977	456,25	1,9574419260025	912,5	4,97748517990112	912,5	-2,41138458251953	456,25	-4,61467218399048	456,25	-4,15132474899292	912,5	-2,19416403770447	
459,375	6,54563570022583	915,625	6,49079275131226	915,625	0,0431031994521618	459,375	0,0802138149738312	459,375	0,0475423708558083	915,625	0,0216084811836481	459,375	1,8255809545517	915,625	4,99637746810913	915,625	-2,40261769294739	459,375	-4,46358966827393	459,375	-4,03595685958862	915,625	-2,18636059761047	
462,5	6,69599199295044	918,75	6,3934383392334	918,75	0,054089792072773	462,5	0,12278675287962	462,5	0,0846224427223206	918,75	0,0303967986255884	462,5	1,7024108171463	918,75	4,9689507484436	918,75	-2,39902925491333	462,5	-4,29483890533447	462,5	-3,90537285804749	918,75	-2,18336582183838	
465,625	6,80348062515259	921,875	6,1852593421936	921,875	0,0607348419725895	465,625	0,0838017091155052	465,625	0,0555321015417576	921,875	0,0348617918789387	465,625	1,85931873321533	921,875	4,77569484710693	921,875	-2,39767241477966	465,625	-4,27167892456055	465,625	-3,88317322731018	921,875	-2,18198299407959	
468,75	6,77164506912231	925	6,2054181098938	925	0,0571175552904606	468,75	0,0953559130430222	468,75	0,0609811246395111	925	0,0323092304170132	468,75	1,96215999126434	925	4,81543827056885	925	-2,39161348342896	468,75	-4,28255558013916	468,75	-3,89136362075806	925	-2,1762523651123	
471,875	6,98460531234741	928,125	6,10810089111328	928,125	0,0405751690268517	471,875	0,114353992044926	471,875	0,077932745218277	928,125	0,0190300177782774	471,875	1,68107318878174	928,125	5,06562280654907	928,125	-2,39201045036316	471,875	-4,11766576766968	471,875	-3,75283122062683	928,125	-2,17724370956421	
475	6,88344478607178	931,25	6,25278949737549	931,25	0,0531233176589012	475	0,14076030254364	475	0,100720390677452	931,25	0,0304279159754515	475	1,73379731178284	931,25	4,91434335708618	931,25	-2,36170387268066	475	-4,11900329589844	475	-3,75495004653931	931,25	-2,1499195098877	
478,125	6,74955320358276	934,375	6,18301057815552	934,375	0,0491449870169163	478,125	0,201862290501595	478,125	0,143959224224091	934,375	0,0274579916149378	478,125	1,79541790485382	934,375	5,01665782928467	934,375	-2,35597348213196	478,125	-4,21591901779175	478,125	-3,83125805854797	934,375	-2,14429044723511	
481,25	6,88310766220093	937,5	6,26709222793579	937,5	0,0534922331571579	481,25	0,106699846684933	481,25	0,0660752430558205	937,5	0,0310580302029848	481,25	2,14772343635559	937,5	5,00958442687988	937,5	-2,34564256668091	481,25	-4,24891996383667	481,25	-3,8500509262085	937,5	-2,13645935058594	
484,375	7,01150417327881	940,625	6,19393253326416	940,625	0,0527493767440319	484,375	0,150220602750778	484,375	0,104860439896584	940,625	0,0295427832752466	484,375	1,87440276145935	940,625	5,0717568397522	940,625	-2,34374785423279	484,375	-4,11981344223022	484,375	-3,74312686920166	940,625	-2,13410758972168	
487,5	6,93685674667358	943,75	6,32768535614014	943,75	0,0450685396790504	487,5	0,166242569684982	487,5	0,114071495831013	943,75	0,0245133507996798	487,5	2,06268000602722	943,75	5,08927917480469	943,75	-2,31791377067566	487,5	-4,1622166633606	487,5	-3,77680969238281	943,75	-2,11253929138184	
490,625	7,05485248565674	946,875	6,32271099090576	946,875	0,046636063605547	490,625	0,164143264293671	490,625	0,113314934074879	946,875	0,0256674084812403	490,625	2,04676246643066	946,875	5,11263513565063	946,875	-2,31476640701294	490,625	-4,10285091400146	490,625	-3,72626876831055	946,875	-2,11084938049316	
493,75	7,03270196914673	950	6,20674180984497	950	0,0491164065897465	493,75	0,19597016274929	493,75	0,143455013632774	950	0,0275470856577158	493,75	1,98083913326263	950	5,12055110931396	950	-2,30993151664734	493,75	-4,05489110946655	493,75	-3,68645524978638	950	-2,10688281059265	
496,875	7,07805204391479	953,125	6,05393600463867	953,125	0,046159815043211	496,875	0,17994512617588	496,875	0,127256289124489	953,125	0,0237229205667973	496,875	2,03075981140137	953,125	5,14694929122925	953,125	-2,31120181083679	496,875	-4,04891538619995	496,875	-3,67406249046326	953,125	-2,10588479042053	
500	7,42213916778564	956,25	6,11542367935181	956,25	0,0562335141003132	500	0,0832530558109283	500	0,0517801977694035	956,25	0,0328177846968174	500	2,20787906646729	956,25	5,15485906600952	956,25	-2,29961705207825	500	-3,99207878112793	500	-3,62481093406677	956,25	-2,09585189819336	
503,125	7,47129774093628	959,375	6,21464920043945	959,375	0,0591481290757656	503,125	0,0895038619637489	503,125	0,0602043867111206	959,375	0,0358912497758865	503,125	2,15759110450745	959,375	5,16097164154053	959,375	-2,28062105178833	503,125	-3,94225382804871	503,125	-3,58371329307556	959,375	-2,08048272132874	
506,25	7,4600625038147	962,5	6,24555063247681	962,5	0,0493961498141289	506,25	0,0880697667598724	506,25	0,057790782302618	962,5	0,0274036750197411	506,25	2,30088686943054	962,5	5,20396137237549	962,5	-2,27047348022461	506,25	-3,94031715393066	506,25	-3,58253788948059	962,5	-2,0721001625061	
509,375	7,70187664031982	965,625	6,19676065444946	965,625	0,0493032485246658	509,375	0,060568131506443	509,375	0,0356358475983143	965,625	0,0274751968681812	509,375	2,27846574783325	965,625	5,23449277877808	965,625	-2,26452040672302	509,375	-3,8881893157959	509,375	-3,53463506698608	965,625	-2,06692934036255	
512,5	7,67620420455933	968,75	6,15255451202393	968,75	0,0411692447960377	512,5	0,107030600309372	512,5	0,0730426833033562	968,75	0,0205602403730154	512,5	2,09458065032959	968,75	5,38004112243652	968,75	-2,26356053352356	512,5	-3,84150815010071	512,5	-3,49374556541443	968,75	-2,0656270980835	
515,625	7,49821186065674	971,875	6,26958465576172	971,875	0,0500462539494038	515,625	0,120940461754799	515,625	0,0809819474816322	971,875	0,0280316229909658	515,625	2,27844738960266	971,875	5,28152799606323	971,875	-2,24387383460999	515,625	-3,88479042053223	515,625	-3,52666211128235	971,875	-2,04904794692993	
518,75	7,47302961349487	975	6,1843376159668	975	0,0523800812661648	518,75	0,131424441933632	518,75	0,0865297466516495	975	0,0304163713008165	518,75	2,36942768096924	975	5,3140082359314	975	-2,24041676521301	518,75	-3,89081168174744	518,75	-3,53171849250793	975	-2,04659509658813	
521,875	7,92127752304077	978,125	6,15841388702393	978,125	0,0521168224513531	521,875	0,0996074825525284	521,875	0,0648249164223671	978,125	0,0300469547510147	521,875	2,19720458984375	978,125	5,33946084976196	978,125	-2,23277068138123	521,875	-3,77173185348511	521,875	-3,43089580535889	978,125	-2,03948545455933	
525	7,8288426399231	981,25	6,17129039764404	981,25	0,0593112520873547	525	0,118860326707363	525	0,0820961147546768	981,25	0,0359764359891415	525	2,17620134353638	981,25	5,23442792892456	981,25	-2,22165179252625	525	-3,75824594497681	525	-3,41818737983704	981,25	-2,03007102012634	
528,125	7,92228317260742	984,375	6,17309761047363	984,375	0,0504525601863861	528,125	0,0666799917817116	528,125	0,038267195224762	984,375	0,0284629072993994	528,125	2,52839875221252	984,375	5,38022899627686	984,375	-2,21446299552917	528,125	-3,77439713478088	528,125	-3,43003368377686	984,375	-2,02372074127197	
531,25	8,01351547241211	987,5	6,15881586074829	987,5	0,0501258410513401	531,25	0,0953086391091347	531,25	0,0635278075933456	987,5	0,0283285416662693	531,25	2,3237099647522	987,5	5,40628385543823	987,5	-2,20573830604553	531,25	-3,72003698348999	531,25	-3,38393354415894	987,5	-2,01600337028503	
534,375	8,02595138549805	990,625	6,15439891815186	990,625	0,0536241605877876	534,375	0,103247411549091	534,375	0,0690061673521996	990,625	0,0311666056513786	534,375	2,36636114120483	990,625	5,39799737930298	990,625	-2,20127105712891	534,375	-3,70453953742981	534,375	-3,3710253238678	990,625	-2,01198673248291	
537,5	8,11055183410645	993,75	6,31025123596191	993,75	0,0467555485665798	537,5	0,0999347567558289	537,5	0,0666892156004906	993,75	0,0252240393310785	537,5	2,38081908226013	993,75	5,51343822479248	993,75	-2,18413400650024	537,5	-3,67745161056519	537,5	-3,34654355049133	993,75	-1,99746596813202	
540,625	8,21538066864014	996,875	6,23398160934448	996,875	0,0461873486638069	540,625	0,0840002745389938	540,625	0,0554919429123402	996,875	0,0246795974671841	540,625	2,43498826026917	996,875	5,55169582366943	996,875	-2,18048167228699	540,625	-3,65347290039063	540,625	-3,32242679595947	996,875	-1,99441874027252	
543,75	7,97859621047974	1000	6,30906581878662	1000	0,0443168468773365	543,75	0,103519663214684	543,75	0,0703771561384201	1000	0,0232878550887108	543,75	2,53669810295105	1000	5,593674659729	1000	-2,16613054275513	543,75	-3,67565059661865	543,75	-3,33696913719177	1000	-1,98283433914185	
546,875	8,57357120513916	1003,125	6,22202253341675	1003,125	0,0487317182123661	546,875	0,0645862519741058	546,875	0,0398231968283653	1003,125	0,02707739174366	546,875	2,4019820690155	1003,125	5,53573703765869	1003,125	-2,16472220420837	546,875	-3,58021020889282	546,875	-3,25993251800537	1003,125	-1,98116791248322	
550	8,45891094207764	1006,25	6,22045230865479	1006,25	0,0497849658131599	550	0,0796984434127808	550	0,0528520606458187	1006,25	0,0279164221137762	550	2,46364998817444	1006,25	5,52759075164795	1006,25	-2,15733194351196	550	-3,58316326141357	550	-3,26076865196228	1006,25	-1,97475850582123	
553,125	8,4999942779541	1009,375	6,2931981086731	1009,375	0,0509073175489903	553,125	0,100237287580967	553,125	0,0700226128101349	1009,375	0,028997341170907	553,125	2,30910921096802	1009,375	5,52135753631592	1009,375	-2,14445900917053	553,125	-3,54678177833557	553,125	-3,23057508468628	1009,375	-1,96426129341125	
556,25	8,66628742218018	1012,5	6,21200132369995	1012,5	0,0505064874887466	556,25	0,0744263753294945	556,25	0,0487325452268124	1012,5	0,0288009010255337	556,25	2,46093678474426	1012,5	5,56757497787476	1012,5	-2,14284825325012	556,25	-3,52977132797241	556,25	-3,21595001220703	1012,5	-1,96302258968353	
559,375	8,51358127593994	1015,625	6,18987083435059	1015,625	0,0433394275605679	559,375	0,109249040484428	559,375	0,0764734297990799	1015,625	0,0225472804158926	559,375	2,28707599639893	1015,625	5,68425464630127	1015,625	-2,13729882240295	559,375	-3,50358986854553	559,375	-3,19464111328125	1015,625	-1,95823431015015	
