Frequency in Hz	AED_Ref_40mm_LF Sound Absorption Coefficient continuous	Frequency in Hz	AED_Ref_40mm_HF Sound Absorption Coefficient continuous	Frequency in Hz	SpecimenHolder_HF Sound Absorption Coefficient continuous	Frequency in Hz	SpecimenHolder_LF Sound Absorption Coefficient continuous	Frequency in Hz	Air_LF Sound Absorption Coefficient continuous	Frequency in Hz	Air_HF Sound Absorption Coefficient continuous	Frequency in Hz	AED_Ref_40mm_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	AED_Ref_40mm_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	SpecimenHolder_HF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	SpecimenHolder_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Air_LF Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Air_HF Sound Absorption Coefficient 1/3-octave	
		4784,375	0,429612324992685	4784,375	0,0962867769307761					4784,375	0,0706348001145524													
		4787,5	0,428858605755687	4787,5	0,0956598074113222					4787,5	0,0723974925520968													
		4790,625	0,428823044001648	4790,625	0,0957636618608665					4790,625	0,0743971913579602													
		4793,75	0,426311700157302	4793,75	0,0874720669575969					4793,75	0,0613824515697516													
		4796,875	0,428272791217809	4796,875	0,0829902321161525					4796,875	0,0588681650841313													
		4800	0,429332821260241	4800	0,0894987090855318					4800	0,0642100692659759													
		4803,125	0,425403256016712	4803,125	0,0858779988153257					4803,125	0,0564852044920542													
		4806,25	0,426983056531117	4806,25	0,0840248683431166					4806,25	0,0582069703523829													
		4809,375	0,426829034183197	4809,375	0,0810000370693941					4809,375	0,057098788019298													
		4812,5	0,423747521522544	4812,5	0,0734571421540998					4812,5	0,0455752049174188													
		4815,625	0,425938676402895	4815,625	0,0763701297452761					4815,625	0,0475661116173212													
		4818,75	0,426477580038058	4818,75	0,0785851980597233					4818,75	0,0475370501976533													
		4821,875	0,423822510714952	4821,875	0,0738154530411189					4821,875	0,0429180018361479													
		4825	0,425712112453099	4825	0,072582239802688					4825	0,0377877601373406													
		4828,125	0,427725491094698	4828,125	0,0770661343135738					4828,125	0,0360230560390433													
		4831,25	0,429816991871502	4831,25	0,0856612906037745					4831,25	0,0456960543435821													
		4834,375	0,429141594751372	4834,375	0,0775197413239782					4834,375	0,0334245262912255													
		4837,5	0,427714619277381	4837,5	0,0758927067909413					4837,5	0,0281386751618822													
		4840,625	0,429919368094559	4840,625	0,076359996942838					4840,625	0,0275243331902643													
		4843,75	0,42959062319984	4843,75	0,0728177871233614					4843,75	0,0175153934381018													
		4846,875	0,427652578592431	4846,875	0,070532498555972					4846,875	0,0122977621649822													
		4850	0,428729878874327	4850	0,0699910977540822					4850	0,0146256698822919													
		4853,125	0,432339771755813	4853,125	0,0692098976530847					4853,125	0,0137304471959221													
		4856,25	0,432959392085736	4856,25	0,0716522468208763					4856,25	0,0131712972852679													
		4859,375	0,430756111596176	4859,375	0,07440479088943					4859,375	0,0133520789657066													
		4862,5	0,433119938777278	4862,5	0,079237508604587					4862,5	0,0213700500333923													
		4865,625	0,432342027367438	4865,625	0,0753728532115555					4865,625	0,0161047614173309													
		4868,75	0,431561973490687	4868,75	0,0761203111152756					4868,75	0,0136771322538438													
		4871,875	0,429281781058253	4871,875	0,0669827846094161					4871,875	0,00890749545937664													
		4875	0,430012965781172	4875	0,0684969856517123					4875	0,0195072960393285													
		4878,125	0,429775168478767	4878,125	0,0723798916049158					4878,125	0,0258169387794295													
		4881,25	0,428311887484667	4881,25	0,0688362669470856					4881,25	0,0180585982774831													
		4884,375	0,430061664530116	4884,375	0,0717531427093041					4884,375	0,0256556329841315													
		4887,5	0,428707646099589	4887,5	0,0691075516804284					4887,5	0,0250056439833392													
		4890,625	0,431673109921021	4890,625	0,0741549360133318					4890,625	0,0337768411671358													
		4893,75	0,429227541194332	4893,75	0,0734968334856709					4893,75	0,0372413850558652													
		4896,875	0,424144727932281	4896,875	0,0620524280319279					4896,875	0,0238395616854552													
		4900	0,420992276881094	4900	0,0539154205519031					4900	0,014096914009455													
		4903,125	0,424733850552024	4903,125	0,0639649209584835					4903,125	0,0289945405171881													
		4906,25	0,428698669437391	4906,25	0,0728719701846455					4906,25	0,0402254126759904													
		4909,375	0,429001718128104	4909,375	0,0740416311941551					4909,375	0,0426787107533376													
		4912,5	0,426451691417401	4912,5	0,068839193168066					4912,5	0,0349515416954308													
		4915,625	0,423123793883322	4915,625	0,0526254055306168					4915,625	0,0191080611968688													
		4918,75	0,428676870149769	4918,75	0,0669623375739014					4918,75	0,03225651527398													
		4921,875	0,428269665332948	4921,875	0,0708009665313216					4921,875	0,036062706450861													
		4925	0,427106737830424	4925	0,0673493389312145					4925	0,0338467417378022													
		4928,125	0,429053808326338	4928,125	0,0639618926971871					4928,125	0,0368887011565112													
		4931,25	0,428402918903343	4931,25	0,0630519732713049					4931,25	0,0389185638750922													
		4934,375	0,429237291533257	4934,375	0,0602637810612944					4934,375	0,0396505418115367													
		4937,5	0,434291318038916	4937,5	0,0683633224661971					4937,5	0,0482650779632989													
		4940,625	0,433239068432543	4940,625	0,0665620454809545					4940,625	0,0435482005205906													
		4943,75	0,433234109828442	4943,75	0,0633796560305184					4943,75	0,0473479486789926													
		4946,875	0,436621827168753	4946,875	0,0668534038087958					4946,875	0,0536446426737355													
		4950	0,441882748592181	4950	0,0741522183584027					4950	0,0570300167370728													
		4953,125	0,441040767507651	4953,125	0,0664750332181757					4953,125	0,0562270146415889													
		4956,25	0,442457881703191	4956,25	0,0672983109345106					4956,25	0,050598239308713													
		4959,375	0,447127958742048	4959,375	0,0677695244913034					4959,375	0,0580023086228986													
		4962,5	0,448343737335276	4962,5	0,0668880620860447					4962,5	0,0582490187350254													
		4965,625	0,453885829353139	4965,625	0,0809292498532411					4965,625	0,0687056746555453													
		4968,75	0,457265307991264	4968,75	0,0722137814190278					4968,75	0,0656400650887908													
		4971,875	0,459099081381869	4971,875	0,0725610712484944					4971,875	0,0658360545802392													
		4975	0,460593333974106	4975	0,0781512995431968					4975	0,0763488244673713													
																								
