Frequency in Hz	Acrylic_99_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_99_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_98_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_98_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_96_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_96_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_97_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_97_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_95_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_95_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_94_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_94_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_93_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_93_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_92_LF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_92_HF Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_99_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_99_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_98_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_98_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_96_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_96_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_97_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_97_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_95_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_95_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_94_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_94_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_93_HF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_93_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_92_LF Normalized Surface Impedance continuous Im	Frequency in Hz	Acrylic_92_HF Normalized Surface Impedance continuous Im	
3587,5	0,299587845802307					3587,5	0,602976083755493	3587,5	1,19930005073547					3587,5	0,837599694728851	3587,5	1,41935610771179					3587,5	1,56599378585815	3587,5	1,6201194524765					3587,5	1,72790086269379	3587,5	0,360321283340454					3587,5	0,495747774839401	3587,5	0,612962245941162					3587,5	0,524768710136414	3587,5	0,62377542257309					3587,5	0,366336405277252	3587,5	0,233887150883675					3587,5	0,381566226482391	
3590,625	0,300147742033005					3590,625	0,60327136516571	3590,625	1,1988343000412					3590,625	0,838083326816559	3590,625	1,41848957538605					3590,625	1,56498420238495	3590,625	1,61810660362244					3590,625	1,72536528110504	3590,625	0,36168509721756					3590,625	0,497084081172943	3590,625	0,61380523443222					3590,625	0,525325179100037	3590,625	0,623329162597656					3590,625	0,367231428623199	3590,625	0,234203353524208					3590,625	0,382540613412857	
3593,75	0,301463544368744					3593,75	0,604443848133087	3593,75	1,19947826862335					3593,75	0,839304864406586	3593,75	1,41832137107849					3593,75	1,56408131122589	3593,75	1,61661243438721					3593,75	1,72313737869263	3593,75	0,36261174082756					3593,75	0,497772336006165	3593,75	0,612899303436279					3593,75	0,525071501731873	3593,75	0,6219322681427					3593,75	0,365848898887634	3593,75	0,233426406979561					3593,75	0,382359474897385	
3596,875	0,301656156778336					3596,875	0,604273974895477	3596,875	1,198486328125					3596,875	0,839574754238129	3596,875	1,41754555702209					3596,875	1,56344246864319	3596,875	1,615727186203					3596,875	1,72163605690002	3596,875	0,363033264875412					3596,875	0,498238921165466	3596,875	0,613851189613342					3596,875	0,525285124778748	3596,875	0,623192071914673					3596,875	0,367361426353455	3596,875	0,23496013879776					3596,875	0,383693963289261	
3600	0,303891092538834					3600	0,606093943119049	3600	1,19674754142761					3600	0,840633451938629	3600	1,41381657123566					3600	1,55873203277588	3600	1,61049556732178					3600	1,71388876438141	3600	0,363479971885681					3600	0,498402506113052	3600	0,611732542514801					3600	0,523298263549805	3600	0,619800806045532					3600	0,365751385688782	3600	0,234774425625801					3600	0,38186639547348	
3603,125	0,300442039966583					3603,125	0,604540824890137	3603,125	1,20105254650116					3603,125	0,841780006885529	3603,125	1,41951906681061					3603,125	1,56445252895355	3603,125	1,61536884307861					3603,125	1,72218072414398	3603,125	0,36822971701622					3603,125	0,503476619720459	3603,125	0,616183400154114					3603,125	0,528110980987549	3603,125	0,623675525188446					3603,125	0,36548912525177	3603,125	0,232867375016212					3603,125	0,379761964082718	
3606,25	0,30134180188179					3606,25	0,604554951190948	3606,25	1,19921433925629					3606,25	0,841503977775574	3606,25	1,41683006286621					3606,25	1,56162714958191	3606,25	1,61081266403198					3606,25	1,71706652641296	3606,25	0,367446452379227					3606,25	0,502326905727386	3606,25	0,61592698097229					3606,25	0,526770055294037	3606,25	0,62273782491684					3606,25	0,366807818412781	3606,25	0,234080284833908					3606,25	0,382534056901932	
3609,375	0,301783412694931					3609,375	0,605400919914246	3609,375	1,19789230823517					3609,375	0,842002511024475	3609,375	1,41593956947327					3609,375	1,55980038642883	3609,375	1,60811996459961					3609,375	1,71417152881622	3609,375	0,367944419384003					3609,375	0,503384590148926	3609,375	0,61600261926651					3609,375	0,527296423912048	3609,375	0,624415636062622					3609,375	0,367648899555206	3609,375	0,235701113939285					3609,375	0,384969234466553	
3612,5	0,301735907793045					3612,5	0,605462968349457	3612,5	1,20028460025787					3612,5	0,842892706394196	3612,5	1,41825985908508					3612,5	1,5609256029129	3612,5	1,60916411876678					3612,5	1,71487843990326	3612,5	0,370789080858231					3612,5	0,506271719932556	3612,5	0,616553366184235					3612,5	0,529054164886475	3612,5	0,62436181306839					3612,5	0,365724831819534	3612,5	0,232455626130104					3612,5	0,381679654121399	
3615,625	0,30254065990448					3615,625	0,605979323387146	3615,625	1,19971251487732					3615,625	0,842629849910736	3615,625	1,4165381193161					3615,625	1,55887567996979	3615,625	1,60661232471466					3615,625	1,71097087860107	3615,625	0,371389955282211					3615,625	0,50641006231308	3615,625	0,616156041622162					3615,625	0,528814673423767	3615,625	0,623540341854095					3615,625	0,366002291440964	3615,625	0,233592510223389					3615,625	0,383378386497498	
3618,75	0,302058011293411					3618,75	0,605782330036163	3618,75	1,19824230670929					3618,75	0,842196106910706	3618,75	1,41648983955383					3618,75	1,55906999111176	3618,75	1,60620653629303					3618,75	1,70974218845367	3618,75	0,371824532747269					3618,75	0,506962656974792	3618,75	0,617278635501862					3618,75	0,529236435890198	3618,75	0,62568324804306					3618,75	0,368080794811249	3618,75	0,235170155763626					3618,75	0,384582996368408	
3621,875	0,300086915493011					3621,875	0,60509204864502	3621,875	1,20076954364777					3621,875	0,843828082084656	3621,875	1,41991114616394					3621,875	1,56163477897644	3621,875	1,60829699039459					3621,875	1,71127891540527	3621,875	0,375109285116196					3621,875	0,510994374752045	3621,875	0,620391666889191					3621,875	0,532298028469086	3621,875	0,627097189426422					3621,875	0,367316454648972	3621,875	0,233918488025665					3621,875	0,383568614721298	
3625	0,302285134792328					3625	0,606428921222687	3625	1,20022523403168					3625	0,844354927539825	3625	1,41724216938019					3625	1,558678150177	3625	1,60477364063263					3625	1,70578420162201	3625	0,37550151348114					3625	0,510321497917175	3625	0,618382751941681					3625	0,53084409236908	3625	0,624665915966034					3625	0,367307007312775	3625	0,234689071774483					3625	0,383482933044434	
3628,125	0,302063286304474					3628,125	0,607321262359619	3628,125	1,20101761817932					3628,125	0,845627903938293	3628,125	1,4185585975647					3628,125	1,55901479721069	3628,125	1,6046553850174					3628,125	1,70497453212738	3628,125	0,377845883369446					3628,125	0,51270067691803	3628,125	0,618939936161041					3628,125	0,531558215618134	3628,125	0,624396145343781					3628,125	0,366688042879105	3628,125	0,233661472797394					3628,125	0,3827143907547	
3631,25	0,302292466163635					3631,25	0,607086479663849	3631,25	1,19917726516724					3631,25	0,845109760761261	3631,25	1,41650998592377					3631,25	1,55675101280212	3631,25	1,60294759273529					3631,25	1,70189547538757	3631,25	0,378032326698303					3631,25	0,513244211673737	3631,25	0,619480967521667					3631,25	0,531513571739197	3631,25	0,624616682529449					3631,25	0,368159621953964	3631,25	0,234725326299667					3631,25	0,385983228683472	
3634,375	0,303814709186554					3634,375	0,607725620269775	3634,375	1,19723546504974					3634,375	0,844728231430054	3634,375	1,41334164142609					3634,375	1,55361270904541	3634,375	1,59944915771484					3634,375	1,69703364372253	3634,375	0,377355813980103					3634,375	0,512652933597565	3634,375	0,618531227111816					3634,375	0,530641674995422	3634,375	0,623633921146393					3634,375	0,369371891021729	3634,375	0,235566943883896					3634,375	0,38749760389328	
3637,5	0,301610201597214					3637,5	0,606408417224884	3637,5	1,1979216337204					3637,5	0,843685328960419	3637,5	1,41549825668335					3637,5	1,55600917339325	3637,5	1,60234546661377					3637,5	1,6996556520462	3637,5	0,378697365522385					3637,5	0,515292763710022	3637,5	0,622059166431427					3637,5	0,5329949259758	3637,5	0,627793848514557					3637,5	0,371333420276642	3637,5	0,236087024211884					3637,5	0,390054702758789	
3640,625	0,300259321928024					3640,625	0,607797205448151	3640,625	1,20400393009186					3640,625	0,846659243106842	3640,625	1,42514228820801					3640,625	1,56361353397369	3640,625	1,60837638378143					3640,625	1,70622718334198	3640,625	0,385402500629425					3640,625	0,520833849906921	3640,625	0,624796152114868					3640,625	0,536842048168182	3640,625	0,627273678779602					3640,625	0,368315875530243	3640,625	0,229438051581383					3640,625	0,386310517787933	
3643,75	0,301098793745041					3643,75	0,607694983482361	3643,75	1,20190417766571					3643,75	0,845913171768188	3643,75	1,42161464691162					3643,75	1,56138074398041	3643,75	1,60475766658783					3643,75	1,70217859745026	3643,75	0,38457390666008					3643,75	0,519601881504059	3643,75	0,624994456768036					3643,75	0,53568434715271	3643,75	0,627681195735931					3643,75	0,370968222618103	3643,75	0,231613844633102					3643,75	0,390284895896912	
3646,875	0,303539335727692					3646,875	0,609252870082855	3646,875	1,20117342472076					3646,875	0,846256971359253	3646,875	1,41841685771942					3646,875	1,55748987197876	3646,875	1,59917485713959					3646,875	1,69607412815094	3646,875	0,384885430335999					3646,875	0,519378185272217	3646,875	0,622524321079254					3646,875	0,534450590610504	3646,875	0,623868346214294					3646,875	0,368322819471359	3646,875	0,231908589601517					3646,875	0,389979541301727	
3650	0,30494150519371					3650	0,610258340835571	3650	1,1992506980896					3650	0,846002221107483	3650	1,41536927223206					3650	1,55373322963715	3650	1,59397959709167					3650	1,69130003452301	3650	0,385319441556931					3650	0,519255638122559	3650	0,621377885341644					3650	0,534033238887787	3650	0,622346460819244					3650	0,368730872869492	3650	0,23320309817791					3650	0,390870779752731	
3653,125	0,304682046175003					3653,125	0,610399305820465	3653,125	1,19993555545807					3653,125	0,846411824226379	3653,125	1,41606819629669					3653,125	1,55337345600128	3653,125	1,59298610687256					3653,125	1,69050168991089	3653,125	0,386888474225998					3653,125	0,520482957363129	3653,125	0,621292948722839					3653,125	0,535036146640778	3653,125	0,621944904327393					3653,125	0,368537545204163	3653,125	0,232282534241676					3653,125	0,390683948993683	
3656,25	0,303322434425354					3656,25	0,609517455101013	3656,25	1,20149827003479					3656,25	0,846203684806824	3656,25	1,41855728626251					3656,25	1,55578696727753	3656,25	1,5943021774292					3656,25	1,69268500804901	3656,25	0,388767659664154					3656,25	0,523160517215729	3656,25	0,624463438987732					3656,25	0,537705600261688	3656,25	0,6242755651474					3656,25	0,369621723890305	3656,25	0,232218161225319					3656,25	0,391922205686569	
3659,375	0,303236931562424					3659,375	0,610148668289185	3659,375	1,20310890674591					3659,375	0,846866428852081	3659,375	1,42039358615875					3659,375	1,5581351518631	3659,375	1,59488296508789					3659,375	1,69413244724274	3659,375	0,391045123338699					3659,375	0,525229156017303	3659,375	0,625574767589569					3659,375	0,539310395717621	3659,375	0,624259054660797					3659,375	0,367982566356659	3659,375	0,230417042970657					3659,375	0,392015337944031	
3662,5	0,302546799182892					3662,5	0,609490036964417	3662,5	1,20157587528229					3662,5	0,845820724964142	3662,5	1,41848158836365					3662,5	1,55702698230743	3662,5	1,59317815303802					3662,5	1,69240128993988	3662,5	0,391266763210297					3662,5	0,525870978832245	3662,5	0,626609444618225					3662,5	0,540248215198517	3662,5	0,625825166702271					3662,5	0,369969874620438	3662,5	0,232643499970436					3662,5	0,39545613527298	
3665,625	0,303611636161804					3665,625	0,610787093639374	3665,625	1,20180344581604					3665,625	0,846200108528137	3665,625	1,41720342636108					3665,625	1,55505061149597	3665,625	1,58958184719086					3665,625	1,68878781795502	3665,625	0,392293661832809					3665,625	0,526597380638123	3665,625	0,625878751277924					3665,625	0,540310621261597	3665,625	0,624064743518829					3665,625	0,369062900543213	3665,625	0,232114791870117					3665,625	0,394237786531448	
3668,75	0,304594248533249					3668,75	0,611528635025024	3668,75	1,20208334922791					3668,75	0,846901476383209	3668,75	1,41691601276398					3668,75	1,55448639392853	3668,75	1,58748054504395					3668,75	1,68632686138153	3668,75	0,392894446849823					3668,75	0,526653289794922	3668,75	0,625462770462036					3668,75	0,540022671222687	3668,75	0,622206628322601					3668,75	0,367803186178207	3668,75	0,231647253036499					3668,75	0,394266426563263	
3671,875	0,305485188961029					3671,875	0,612794637680054	3671,875	1,20475685596466					3671,875	0,849060714244843	3671,875	1,41959166526794					3671,875	1,55483758449554	3671,875	1,58594000339508					3671,875	1,68704998493195	3671,875	0,39587590098381					3671,875	0,52849668264389	3671,875	0,62480092048645					3671,875	0,541496694087982	3671,875	0,619638502597809					3671,875	0,365184158086777	3671,875	0,22841289639473					3671,875	0,391826093196869	
3675	0,303258419036865					3675	0,611099004745483	3675	1,20518064498901					3675	0,848038733005524	3675	1,42221760749817					3675	1,55840158462524	3675	1,58814656734467					3675	1,6910765171051	3675	0,397479206323624					3675	0,531180620193481	3675	0,628254055976868					3675	0,544987261295319	3675	0,623472332954407					3675	0,366918504238129	3675	0,229309186339378					3675	0,394817650318146	
3678,125	0,304546296596527					3678,125	0,612282156944275	3678,125	1,20369386672974					3678,125	0,84843635559082	3678,125	1,41830337047577					3678,125	1,55364286899567	3678,125	1,58211970329285					3678,125	1,68568921089172	3678,125	0,397893875837326					3678,125	0,530762851238251	3678,125	0,626560986042023					3678,125	0,544322907924652	3678,125	0,62054568529129					3678,125	0,366198748350143	3678,125	0,230121940374374					3678,125	0,393645912408829	
3681,25	0,305212885141373					3681,25	0,613217532634735	3681,25	1,20348453521729					3681,25	0,849077165126801	3681,25	1,41742169857025					3681,25	1,55202543735504	3681,25	1,57961106300354					3681,25	1,68322598934174	3681,25	0,398719936609268					3681,25	0,531206667423248	3681,25	0,626184523105621					3681,25	0,544437110424042	3681,25	0,619381785392761					3681,25	0,365956842899323	3681,25	0,230172395706177					3681,25	0,39328408241272	
3684,375	0,305319279432297					3684,375	0,613659501075745	3684,375	1,20517027378082					3684,375	0,849893271923065	3684,375	1,41756975650787					3684,375	1,55298435688019	3684,375	1,57862150669098					3684,375	1,68245434761047	3684,375	0,400637537240982					3684,375	0,533164143562317	3684,375	0,626912474632263					3684,375	0,546547710895538	3684,375	0,619155943393707					3684,375	0,366039842367172	3684,375	0,230404689908028					3684,375	0,394159018993378	
3687,5	0,305385053157806					3687,5	0,614047944545746	3687,5	1,20614695549011					3687,5	0,850561857223511	3687,5	1,41815388202667					3687,5	1,55236542224884	3687,5	1,57697868347168					3687,5	1,6825544834137	3687,5	0,402483254671097					3687,5	0,534707963466644	3687,5	0,626840710639954					3687,5	0,54764324426651	3687,5	0,617797255516052					3687,5	0,364015877246857	3687,5	0,22940094769001					3687,5	0,393212765455246	
3690,625	0,305793255567551					3690,625	0,614420711994171	3690,625	1,20479035377502					3690,625	0,850826978683472	3690,625	1,41575610637665					3690,625	1,54929995536804	3690,625	1,5742472410202					3690,625	1,67958664894104	3690,625	0,402393192052841					3690,625	0,534805417060852	3690,625	0,626574695110321					3690,625	0,546834290027618	3690,625	0,617918729782104					3690,625	0,364367753267288	3690,625	0,231815427541733					3690,625	0,394350439310074	
3693,75	0,306098937988281					3693,75	0,614649534225464	3693,75	1,20435500144958					3693,75	0,851183354854584	3693,75	1,41447651386261					3693,75	1,54870367050171	3693,75	1,57248604297638					3693,75	1,6771582365036	3693,75	0,402622848749161					3693,75	0,535330891609192	3693,75	0,62679260969162					3693,75	0,547204494476318	3693,75	0,617791473865509					3693,75	0,364775389432907	3693,75	0,233374729752541					3693,75	0,395123809576035	
3696,875	0,304405510425568					3696,875	0,61338996887207	3696,875	1,20603454113007					3696,875	0,851181030273438	3696,875	1,41623318195343					3696,875	1,55189073085785	3696,875	1,57413649559021					3696,875	1,67992603778839	3696,875	0,404798746109009					3696,875	0,537848174571991	3696,875	0,629696428775787					3696,875	0,549905300140381	3696,875	0,620375335216522					3696,875	0,365523457527161	3696,875	0,234122678637505					3696,875	0,395948082208633	
3700	0,304717600345612					3700	0,613786041736603	3700	1,20683801174164					3700	0,851738572120667	3700	1,41552484035492					3700	1,55164635181427	3700	1,57254469394684					3700	1,67878007888794	3700	0,406575918197632					3700	0,539233505725861	3700	0,630399346351624					3700	0,551172435283661	3700	0,620216131210327					3700	0,365004748106003	3700	0,235437467694283					3700	0,396579146385193	
3703,125	0,305868744850159					3703,125	0,615007519721985	3703,125	1,20542669296265					3703,125	0,85256427526474	3703,125	1,41322159767151					3703,125	1,54870283603668	3703,125	1,56989169120789					3703,125	1,67429137229919	3703,125	0,40756618976593					3703,125	0,53913140296936	3703,125	0,628495395183563					3703,125	0,550438284873962	3703,125	0,618227779865265					3703,125	0,363834112882614	3703,125	0,23645031452179					3703,125	0,395708173513412	
3706,25	0,307049512863159					3706,25	0,616406202316284	3706,25	1,20583748817444					3706,25	0,85419225692749	3706,25	1,41358125209808					3706,25	1,54682576656342	3706,25	1,56875538825989					3706,25	1,67217302322388	3706,25	0,408472627401352					3706,25	0,539413452148438	3706,25	0,626955032348633					3706,25	0,550259947776794	3706,25	0,616882860660553					3706,25	0,361940443515778	3706,25	0,237130299210548					3706,25	0,393953144550323	
3709,375	0,30588099360466					3709,375	0,616192758083344	3709,375	1,20797872543335					3709,375	0,854774296283722	3709,375	1,41631662845612					3709,375	1,54918086528778	3709,375	1,57234883308411					3709,375	1,67579126358032	3709,375	0,410652756690979					3709,375	0,541930258274078	3709,375	0,629655659198761					3709,375	0,553261458873749	3709,375	0,619589567184448					3709,375	0,362095683813095	3709,375	0,237591728568077					3709,375	0,394714027643204	
3712,5	0,307882845401764					3712,5	0,617744863033295	3712,5	1,20819199085236					3712,5	0,855697154998779	3712,5	1,41450798511505					3712,5	1,54651761054993	3712,5	1,56915855407715					3712,5	1,67162096500397	3712,5	0,411678194999695					3712,5	0,542556643486023	3712,5	0,628034830093384					3712,5	0,552891135215759	3712,5	0,617102146148682					3712,5	0,360724717378616	3712,5	0,236375585198402					3712,5	0,393211185932159	
3715,625	0,308132320642471					3715,625	0,618261873722076	3715,625	1,2076849937439					3715,625	0,855804920196533	3715,625	1,41359376907349					3715,625	1,54498219490051	3715,625	1,56787407398224					3715,625	1,66992330551147	3715,625	0,412381261587143					3715,625	0,543121814727783	3715,625	0,627240657806396					3715,625	0,552716076374054	3715,625	0,616420447826386					3715,625	0,360595464706421	3715,625	0,236574679613113					3715,625	0,393210172653198	
3718,75	0,304453164339066					3718,75	0,61457896232605	3718,75	1,2072206735611					3718,75	0,853593468666077	3718,75	1,41402590274811					3718,75	1,54856204986572	3718,75	1,57245576381683					3718,75	1,67359697818756	3718,75	0,413171052932739					3718,75	0,545417606830597	3718,75	0,633225440979004					3718,75	0,555999457836151	3718,75	0,623065650463104					3718,75	0,366009712219238	3718,75	0,242560297250748					3718,75	0,400171220302582	
3721,875	0,306074023246765					3721,875	0,617332935333252	3721,875	1,21029853820801					3721,875	0,8566814661026	3721,875	1,41653168201447					3721,875	1,54871046543121	3721,875	1,57142269611359					3721,875	1,67237222194672	3721,875	0,4160515666008					3721,875	0,547326564788818	3721,875	0,630946755409241					3721,875	0,55665647983551	3721,875	0,619637489318848					3721,875	0,36104291677475	3721,875	0,238970324397087					3721,875	0,395969331264496	
3725	0,308988809585571					3725	0,619498133659363	3725	1,20891213417053					3725	0,858122527599335	3725	1,41363036632538					3725	1,54337573051453	3725	1,56615543365479					3725	1,66521179676056	3725	0,416070222854614					3725	0,546451032161713	3725	0,627486884593964					3725	0,554646015167236	3725	0,615108907222748					3725	0,358979374170303	3725	0,237447336316109					3725	0,393447279930115	
3728,125	0,30751833319664					3728,125	0,618314981460571	3728,125	1,20929670333862					3728,125	0,857978522777557	3728,125	1,4150425195694					3728,125	1,54429006576538	3728,125	1,56939208507538					3728,125	1,66782569885254	3728,125	0,417696923017502					3728,125	0,548326671123505	3728,125	0,630868136882782					3728,125	0,557119250297546	3728,125	0,618176281452179					3728,125	0,361138075590134	3728,125	0,239228993654251					3728,125	0,396681249141693	
3731,25	0,308192759752274					3731,25	0,619769215583801	3731,25	1,21103811264038					3731,25	0,859237134456635	3731,25	1,41622769832611					3731,25	1,5436509847641	3731,25	1,56852424144745					3731,25	1,66632759571075	3731,25	0,419596642255783					3731,25	0,549702942371368	3731,25	0,62964802980423					3731,25	0,557953059673309	3731,25	0,616400718688965					3731,25	0,359084069728851	3731,25	0,236824735999107					3731,25	0,394521325826645	
3734,375	0,307158201932907					3734,375	0,617993593215942	3734,375	1,20823287963867					3734,375	0,857557237148285	3734,375	1,41347467899323					3734,375	1,54281580448151	3734,375	1,56826972961426					3734,375	1,6645622253418	3734,375	0,419118702411652					3734,375	0,54984986782074	3734,375	0,631341695785522					3734,375	0,558607399463654	3734,375	0,619533061981201					3734,375	0,363139241933823	3734,375	0,240877449512482					3734,375	0,399665623903275	
3737,5	0,306837201118469					3737,5	0,61876779794693	3737,5	1,21067762374878					3737,5	0,85912811756134	3737,5	1,41564249992371					3737,5	1,54467785358429	3737,5	1,56885755062103					3737,5	1,66584956645966	3737,5	0,42189171910286					3737,5	0,552456915378571	3737,5	0,632421135902405					3737,5	0,560690879821777	3737,5	0,619536876678467					3737,5	0,361707717180252	3737,5	0,238743558526039					3737,5	0,39730504155159	
3740,625	0,307486921548843					3740,625	0,619177997112274	3740,625	1,20963966846466					3740,625	0,859004676342011	3740,625	1,41331005096436					3740,625	1,54272961616516	3740,625	1,56647300720215					3740,625	1,6626363992691	3740,625	0,421948343515396					3740,625	0,552298247814178	3740,625	0,632669448852539					3740,625	0,560411870479584	3740,625	0,61967134475708					3740,625	0,362737864255905	3740,625	0,241026937961578					3740,625	0,39882156252861	
3743,75	0,307450026273727					3743,75	0,619770884513855	3743,75	1,21065640449524					3743,75	0,859851956367493	3743,75	1,4141229391098					3743,75	1,54221618175507	3743,75	1,5662682056427					3743,75	1,6624139547348	3743,75	0,423589438199997					3743,75	0,553634345531464	3743,75	0,632100045681					3743,75	0,56106162071228	3743,75	0,618890523910522					3743,75	0,360800564289093	3743,75	0,238859578967094					3743,75	0,397500693798065	
3746,875	0,306596100330353					3746,875	0,619454085826874	3746,875	1,21263635158539					3746,875	0,860961496829987	3746,875	1,41750144958496					3746,875	1,54436635971069	3746,875	1,56922924518585					3746,875	1,66485369205475	3746,875	0,425723314285278					3746,875	0,556256353855133	3746,875	0,634484589099884					3746,875	0,563397169113159	3746,875	0,621356785297394					3746,875	0,361609905958176	3746,875	0,238980889320374					3746,875	0,398616313934326	
3750	0,307489454746246					3750	0,620125949382782	3750	1,21052598953247					3750	0,860327959060669	3750	1,41450071334839					3750	1,54065346717834	3750	1,56492364406586					3750	1,65987312793732	3750	0,425196558237076					3750	0,555314898490906	3750	0,632346272468567					3750	0,562002182006836	3750	0,619173467159271					3750	0,361861914396286	3750	0,238937512040138					3750	0,39836448431015	
3753,125	0,308321833610535					3753,125	0,621845483779907	3753,125	1,21305227279663					3753,125	0,862710356712341	3753,125	1,41711354255676					3753,125	1,54248881340027	3753,125	1,56466567516327					3753,125	1,65966212749481	3753,125	0,428313612937927					3753,125	0,557589828968048	3753,125	0,631832778453827					3753,125	0,563450157642365	3753,125	0,616203904151917					3753,125	0,358499050140381	3753,125	0,235306173563004					3753,125	0,395396411418915	
3756,25	0,308646976947784					3756,25	0,621734321117401	3756,25	1,2118923664093					3756,25	0,862529575824738	3756,25	1,41441214084625					3756,25	1,54061353206635	3756,25	1,56228637695313					3756,25	1,6568500995636	3756,25	0,42877659201622					3756,25	0,557946979999542	3756,25	0,632077515125275					3756,25	0,563702046871185	3756,25	0,616066336631775					3756,25	0,359713822603226	3756,25	0,23747530579567					3756,25	0,397740662097931	
3759,375	0,309268653392792					3759,375	0,623244524002075	3759,375	1,21459209918976					3759,375	0,86491447687149	3759,375	1,41657280921936					3759,375	1,54063844680786	3759,375	1,56290185451508					3759,375	1,65623557567596	3759,375	0,430980563163757					3759,375	0,559578061103821	3759,375	0,631511807441711					3759,375	0,564396619796753	3759,375	0,614152669906616					3759,375	0,357383489608765	3759,375	0,23584720492363					3759,375	0,395133078098297	
3762,5	0,307597368955612					3762,5	0,621301352977753	3762,5	1,21349954605103					3762,5	0,863217175006866	3762,5	1,41603326797485					3762,5	1,54031157493591	3762,5	1,56396734714508					3762,5	1,65670394897461	3762,5	0,431348413228989					3762,5	0,56071949005127	3762,5	0,634348273277283					3762,5	0,566213011741638	3762,5	0,618175148963928					3762,5	0,360563218593597	3762,5	0,238215953111649					3762,5	0,399484187364578	
3765,625	0,306946903467178					3765,625	0,621212244033813	3765,625	1,21458005905151					3765,625	0,863594174385071	3765,625	1,41706895828247					3765,625	1,54160666465759	3765,625	1,56446397304535					3765,625	1,65764391422272	3765,625	0,432900846004486					3765,625	0,562541663646698	3765,625	0,635805070400238					3765,625	0,568164467811584	3765,625	0,619424521923065					3765,625	0,361348241567612	3765,625	0,23787447810173					3765,625	0,400111049413681	
3768,75	0,309741467237473					3768,75	0,623122751712799	3768,75	1,21223616600037					3768,75	0,86442494392395	3768,75	1,41272008419037					3768,75	1,53576529026031	3768,75	1,55830979347229					3768,75	1,64967632293701	3768,75	0,432755053043365					3768,75	0,560909867286682	3768,75	0,632206678390503					3768,75	0,565515995025635	3768,75	0,615782380104065					3768,75	0,35916742682457	3768,75	0,237518295645714					3768,75	0,399058938026428	
3771,875	0,311722755432129					3771,875	0,625157237052917	3771,875	1,21251738071442					3771,875	0,866125583648682	3771,875	1,41206097602844					3771,875	1,53391253948212	3771,875	1,55531215667725					3771,875	1,64544367790222	3771,875	0,434252947568893					3771,875	0,561406314373016	3771,875	0,629925131797791					3771,875	0,564858198165894	3771,875	0,61187618970871					3771,875	0,355710119009018	3771,875	0,235276967287064					3771,875	0,39548522233963	
3775	0,310857743024826					3775	0,625185668468475	3775	1,21397089958191					3775	0,866900384426117	3775	1,41426062583923					3775	1,53634858131409	3775	1,55632400512695					3775	1,64788746833801	3775	0,435880035161972					3775	0,563707590103149	3775	0,63149493932724					3775	0,566927194595337	3775	0,612901747226715					3775	0,356337547302246	3775	0,235399007797241					3775	0,396275758743286	
3778,125	0,310704469680786					3778,125	0,625704050064087	3778,125	1,21575999259949					3778,125	0,867849230766296	3778,125	1,41598105430603					3778,125	1,53618681430817	3778,125	1,55609142780304					3778,125	1,64870381355286	3778,125	0,437689661979675					3778,125	0,565418779850006	3778,125	0,631478846073151					3778,125	0,568263828754425	3778,125	0,61298269033432					3778,125	0,355407625436783	3778,125	0,23456497490406					3778,125	0,394977748394012	
