Frequency in Hz	Wool_92_HF_1 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_92_LF_1 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_93_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_93_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_94_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_94_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_95_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_95_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_96_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_96_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_97_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_97_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_98_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_98_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_99_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_99_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_92_HF_1 Sound Reflection Factor continuous Im	Frequency in Hz	Wool_92_LF_1 Sound Reflection Factor continuous Im	Frequency in Hz	Wool_93_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_93_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_94_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_94_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_95_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_95_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_96_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_96_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_97_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_97_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_98_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_98_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_99_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_99_LF Sound Reflection Factor continuous Im	
3621,875	0,282287627458572			3621,875	0,248867332935333					3621,875	0,241095617413521	3621,875	0,173569485545158					3621,875	0,068519614636898	3621,875	-0,0681910961866379					3621,875	-0,301630318164825	3621,875	-0,514908909797668			3621,875	0,150055468082428			3621,875	0,179611369967461					3621,875	0,197778269648552	3621,875	0,244761362671852					3621,875	0,292784571647644	3621,875	0,345868289470673					3621,875	0,388156890869141	3621,875	0,404718667268753			
3625	0,281909346580505			3625	0,248294785618782					3625	0,240753307938576	3625	0,173629030585289					3625	0,0693518817424774	3625	-0,0673255696892738					3625	-0,300166845321655	3625	-0,513365507125854			3625	0,150268778204918			3625	0,179289355874062					3625	0,197671890258789	3625	0,244493022561073					3625	0,29287114739418	3625	0,34634855389595					3625	0,388572990894318	3625	0,406810730695724			
3628,125	0,282114207744598			3628,125	0,248821333050728					3628,125	0,241665318608284	3628,125	0,174588307738304					3628,125	0,0701848492026329	3628,125	-0,0665661245584488					3628,125	-0,299587845802307	3628,125	-0,514161169528961			3628,125	0,149959921836853			3628,125	0,179102346301079					3628,125	0,198027431964874	3628,125	0,244727715849876					3628,125	0,293879270553589	3628,125	0,347944259643555					3628,125	0,390528619289398	3628,125	0,409638851881027			
3631,25	0,281792372465134			3631,25	0,24956639111042					3631,25	0,242789536714554	3631,25	0,175946235656738					3631,25	0,0712741166353226	3631,25	-0,0652827024459839					3631,25	-0,298146545886993	3631,25	-0,512090682983398			3631,25	0,149379134178162			3631,25	0,178329437971115					3631,25	0,196812376379967	3631,25	0,24430014193058					3631,25	0,294024258852005	3631,25	0,348666936159134					3631,25	0,3932184278965	3631,25	0,412783175706863			
3634,375	0,281032770872116			3634,375	0,249638855457306					3634,375	0,242602273821831	3634,375	0,175980389118195					3634,375	0,0712803304195404	3634,375	-0,0652935579419136					3634,375	-0,298858523368835	3634,375	-0,513182401657104			3634,375	0,150511160492897			3634,375	0,179113253951073					3634,375	0,197778880596161	3634,375	0,245109289884567					3634,375	0,294939368963242	3634,375	0,349292278289795					3634,375	0,393719404935837	3634,375	0,413623452186584			
3637,5	0,280476361513138			3637,5	0,248624175786972					3637,5	0,241558060050011	3637,5	0,175327554345131					3637,5	0,0709065124392509	3637,5	-0,0655325874686241					3637,5	-0,298078209161758	3637,5	-0,512414157390594			3637,5	0,149552807211876			3637,5	0,1794054210186					3637,5	0,198122009634972	3637,5	0,245039999485016					3637,5	0,294777482748032	3637,5	0,348799020051956					3637,5	0,392968982458115	3637,5	0,412486225366592			
3640,625	0,281124949455261			3640,625	0,24749955534935					3640,625	0,240952000021935	3640,625	0,175366207957268					3640,625	0,0713923126459122	3640,625	-0,0646461024880409					3640,625	-0,295564144849777	3640,625	-0,508868634700775			3640,625	0,149575904011726			3640,625	0,17835396528244					3640,625	0,19711047410965	3640,625	0,244147717952728					3640,625	0,293619185686111	3640,625	0,34849813580513					3640,625	0,393091112375259	3640,625	0,413200378417969			
3643,75	0,28112405538559			3643,75	0,248201459646225					3643,75	0,241680219769478	3643,75	0,175923690199852					3643,75	0,0723486691713333	3643,75	-0,0639086440205574					3643,75	-0,295192897319794	3643,75	-0,508232414722443			3643,75	0,149870693683624			3643,75	0,178501829504967					3643,75	0,196834787726402	3643,75	0,244754105806351					3643,75	0,29449263215065	3643,75	0,349390357732773					3643,75	0,395150572061539	3643,75	0,416071593761444			
3646,875	0,28044992685318			3646,875	0,247336640954018					3646,875	0,240922167897224	3646,875	0,175287693738937					3646,875	0,0721062645316124	3646,875	-0,0638739615678787					3646,875	-0,294959187507629	3646,875	-0,507165014743805			3646,875	0,150263369083405			3646,875	0,17891488969326					3646,875	0,197020515799522	3646,875	0,244647786021233					3646,875	0,294576376676559	3646,875	0,349403977394104					3646,875	0,395275503396988	3646,875	0,416343778371811			
3650	0,280400276184082			3650	0,247870191931725					3650	0,241434022784233	3650	0,176090240478516					3650	0,0729081183671951	3650	-0,0629909038543701					3650	-0,294749289751053	3650	-0,507837176322937			3650	0,150601804256439			3650	0,179005548357964					3650	0,197079241275787	3650	0,244657978415489					3650	0,294918775558472	3650	0,350863218307495					3650	0,397274076938629	3650	0,419331252574921			
3653,125	0,280445128679276			3653,125	0,247367531061172					3653,125	0,241311877965927	3653,125	0,176335498690605					3653,125	0,0734516754746437	3653,125	-0,0622966624796391					3653,125	-0,29272335767746	3653,125	-0,505944192409515			3653,125	0,151000991463661			3653,125	0,178676694631577					3653,125	0,197125047445297	3653,125	0,244513988494873					3653,125	0,29477858543396	3653,125	0,351130813360214					3653,125	0,397302746772766	3653,125	0,420047134160995			
3656,25	0,280436843633652			3656,25	0,2470473498106					3656,25	0,240927085280418	3656,25	0,176073521375656					3656,25	0,0733333677053452	3656,25	-0,0619747787714005					3656,25	-0,292117387056351	3656,25	-0,505493938922882			3656,25	0,150532260537148			3656,25	0,178836524486542					3656,25	0,197323083877563	3656,25	0,24446152150631					3656,25	0,295120120048523	3656,25	0,35136091709137					3656,25	0,397892206907272	3656,25	0,421157598495483			
3659,375	0,279884874820709			3659,375	0,247744232416153					3659,375	0,241559222340584	3659,375	0,177105665206909					3659,375	0,0738692879676819	3659,375	-0,0616317987442017					3659,375	-0,292356610298157	3659,375	-0,506909191608429			3659,375	0,149461969733238			3659,375	0,179721906781197					3659,375	0,197893217206001	3659,375	0,245024472475052					3659,375	0,296319156885147	3659,375	0,352701127529144					3659,375	0,399614214897156	3659,375	0,423256397247314			
3662,5	0,279773384332657			3662,5	0,247896045446396					3662,5	0,241846546530724	3662,5	0,177481517195702					3662,5	0,0746751725673676	3662,5	-0,0607908703386784					3662,5	-0,291597902774811	3662,5	-0,505887627601624			3662,5	0,151194348931313			3662,5	0,179491296410561					3662,5	0,197649776935577	3662,5	0,244993656873703					3662,5	0,296478658914566	3662,5	0,353279411792755					3662,5	0,401040703058243	3662,5	0,425629019737244			
3665,625	0,279772639274597			3665,625	0,248422488570213					3665,625	0,241884216666222	3665,625	0,177239388227463					3665,625	0,0739882811903954	3665,625	-0,0620171166956425					3665,625	-0,293574780225754	3665,625	-0,50872528553009			3665,625	0,150098830461502			3665,625	0,181169584393501					3665,625	0,199668854475021	3665,625	0,246946394443512					3665,625	0,298192769289017	3665,625	0,354860603809357					3665,625	0,401717752218246	3665,625	0,42617991566658			
3668,75	0,278217971324921			3668,75	0,248209938406944					3668,75	0,2425447255373	3668,75	0,17844183743					3668,75	0,0763978064060211	3668,75	-0,0584217011928558					3668,75	-0,289283722639084	3668,75	-0,502878129482269			3668,75	0,150429129600525			3668,75	0,178930461406708					3668,75	0,197111308574677	3668,75	0,244691386818886					3668,75	0,296666175127029	3668,75	0,354850113391876					3668,75	0,403756082057953	3668,75	0,431426435709			
3671,875	0,278479397296906			3671,875	0,246317714452744					3671,875	0,240761369466782	3671,875	0,176840618252754					3671,875	0,0752440765500069	3671,875	-0,0591542162001133					3671,875	-0,288778513669968	3671,875	-0,501004636287689			3671,875	0,150403693318367			3671,875	0,179550960659981					3671,875	0,197521060705185	3671,875	0,244705483317375					3671,875	0,29601725935936	3671,875	0,353628277778625					3671,875	0,402286976575851	3671,875	0,429174482822418			
3675	0,277678579092026			3675	0,24701090157032					3675	0,241399139165878	3675	0,177389487624168					3675	0,0758051499724388	3675	-0,0585159324109554					3675	-0,288381606340408	3675	-0,500889599323273			3675	0,150254100561142			3675	0,179672807455063					3675	0,197827741503716	3675	0,245294734835625					3675	0,297087341547012	3675	0,354993760585785					3675	0,404426515102386	3675	0,431839823722839			
3678,125	0,277437418699265			3678,125	0,247263595461845					3678,125	0,24156366288662	3678,125	0,177715331315994					3678,125	0,0764851421117783	3678,125	-0,057767741382122					3678,125	-0,287592262029648	3678,125	-0,499959111213684			3678,125	0,150262892246246			3678,125	0,179517865180969					3678,125	0,1977628916502	3678,125	0,245360881090164					3678,125	0,297301471233368	3678,125	0,355454534292221					3678,125	0,405281692743301	3678,125	0,433486580848694			
3681,25	0,277896106243134			3681,25	0,246323898434639					3681,25	0,24105067551136	3681,25	0,176505550742149					3681,25	0,0750834718346596	3681,25	-0,0595397464931011					3681,25	-0,289950281381607	3681,25	-0,502372741699219			3681,25	0,150093168020248			3681,25	0,181894600391388					3681,25	0,200030341744423	3681,25	0,246950477361679					3681,25	0,298757672309875	3681,25	0,356109738349915					3681,25	0,404624968767166	3681,25	0,430968642234802			
3684,375	0,277730673551559			3684,375	0,246262013912201					3684,375	0,241062507033348	3684,375	0,178356468677521					3684,375	0,078540064394474	3684,375	-0,054258719086647					3684,375	-0,282202035188675	3684,375	-0,492571115493774			3684,375	0,151310667395592			3684,375	0,176636084914207					3684,375	0,195399582386017	3684,375	0,242999598383904					3684,375	0,295486986637115	3684,375	0,354745239019394					3684,375	0,406640082597733	3684,375	0,43695142865181			
3687,5	0,277038305997849			3687,5	0,245535910129547					3687,5	0,240609094500542	3687,5	0,177503734827042					3687,5	0,0771479532122612	3687,5	-0,0560878776013851					3687,5	-0,284814178943634	3687,5	-0,495420813560486			3687,5	0,150712385773659			3687,5	0,179101064801216					3687,5	0,197553381323814	3687,5	0,245052739977837					3687,5	0,296862721443176	3687,5	0,355415731668472					3687,5	0,406696647405624	3687,5	0,435234427452087			
3690,625	0,277108132839203			3690,625	0,245485723018646					3690,625	0,240539997816086	3690,625	0,17781338095665					3690,625	0,0771940872073174	3690,625	-0,0561277754604816					3690,625	-0,284743338823318	3690,625	-0,495615720748901			3690,625	0,14990359544754			3690,625	0,17963282763958					3690,625	0,198244288563728	3690,625	0,245962381362915					3690,625	0,297557175159454	3690,625	0,356320768594742					3690,625	0,407233715057373	3690,625	0,436201632022858			
3693,75	0,276435136795044			3693,75	0,246441185474396					3693,75	0,241529777646065	3693,75	0,179189682006836					3693,75	0,0787850767374039	3693,75	-0,0547732748091221					3693,75	-0,282700061798096	3693,75	-0,494026064872742			3693,75	0,150605365633965			3693,75	0,178859442472458					3693,75	0,198000892996788	3693,75	0,245617598295212					3693,75	0,298103123903275	3693,75	0,357257306575775					3693,75	0,409186184406281	3693,75	0,439028978347778			
3696,875	0,27482858300209			3696,875	0,246462538838387					3696,875	0,241620272397995	3696,875	0,179221302270889					3696,875	0,0786759033799171	3696,875	-0,0552015416324139					3696,875	-0,28365683555603	3696,875	-0,495650202035904			3696,875	0,150770962238312			3696,875	0,180078640580177					3696,875	0,198906719684601	3696,875	0,24660736322403					3696,875	0,299108922481537	3696,875	0,358472585678101					3696,875	0,410317450761795	3696,875	0,440056920051575			
3700	0,275923520326614			3700	0,245183125138283					3700	0,240534424781799	3700	0,178645342588425					3700	0,0783658176660538	3700	-0,0544391572475433					3700	-0,28288072347641	3700	-0,493557751178741			3700	0,150837540626526			3700	0,179681584239006					3700	0,19848720729351	3700	0,245953664183617					3700	0,298391252756119	3700	0,357699424028397					3700	0,410260766744614	3700	0,440039098262787			
3703,125	0,274551689624786			3703,125	0,244746789336205					3703,125	0,24028879404068	3703,125	0,178893581032753					3703,125	0,0793104842305183	3703,125	-0,0526499859988689					3703,125	-0,28023886680603	3703,125	-0,490141034126282			3703,125	0,150028899312019			3703,125	0,178913965821266					3703,125	0,197586014866829	3703,125	0,245011001825333					3703,125	0,297480523586273	3703,125	0,357348084449768					3703,125	0,410561680793762	3703,125	0,441439300775528			
3706,25	0,274211674928665			3706,25	0,246105715632439					3706,25	0,241847708821297	3706,25	0,180666506290436					3706,25	0,0807215869426727	3706,25	-0,0518804006278515					3706,25	-0,279799729585648	3706,25	-0,490729302167892			3706,25	0,150651440024376			3706,25	0,179395601153374					3706,25	0,198000803589821	3706,25	0,245932161808014					3706,25	0,299047559499741	3706,25	0,359513521194458					3706,25	0,413720935583115	3706,25	0,446135431528091			
3709,375	0,274290442466736			3709,375	0,2454863935709					3709,375	0,241209551692009	3709,375	0,180319905281067					3709,375	0,0801640748977661	3709,375	-0,0526885353028774					3709,375	-0,280054420232773	3709,375	-0,491185158491135			3709,375	0,151282742619514			3709,375	0,180529922246933					3709,375	0,199483722448349	3709,375	0,246954172849655					3709,375	0,299554765224457	3709,375	0,359911888837814					3709,375	0,413406789302826	3709,375	0,445190340280533			
3712,5	0,274787932634354			3712,5	0,244507983326912					3712,5	0,24056950211525	3712,5	0,179639667272568					3712,5	0,0802838802337646	3712,5	-0,0521611720323563					3712,5	-0,277821749448776	3712,5	-0,487927973270416			3712,5	0,150531947612762			3712,5	0,179602935910225					3712,5	0,1984903216362	3712,5	0,245418101549149					3712,5	0,298095136880875	3712,5	0,358951181173325					3712,5	0,413126170635223	3712,5	0,445181667804718			
3715,625	0,275234043598175			3715,625	0,243369147181511					3715,625	0,23976919054985	3715,625	0,179564774036407					3715,625	0,0811980068683624	3715,625	-0,0504603609442711					3715,625	-0,27599048614502	3715,625	-0,484525233507156			3715,625	0,151271358132362			3715,625	0,178560689091682					3715,625	0,197149619460106	3715,625	0,243921473622322					3715,625	0,297321856021881	3715,625	0,358125358819962					3715,625	0,413388103246689	3715,625	0,446301490068436			
3718,75	0,274193674325943			3718,75	0,245287328958511					3718,75	0,242056846618652	3718,75	0,181594923138618					3718,75	0,082305796444416	3718,75	-0,049975972622633					3718,75	-0,277183830738068	3718,75	-0,487421363592148			3718,75	0,150849163532257			3718,75	0,179689973592758					3718,75	0,198696821928024	3718,75	0,245973467826843					3718,75	0,299930036067963	3718,75	0,361337035894394					3718,75	0,417167007923126	3718,75	0,451105654239655			
3721,875	0,275206506252289			3721,875	0,244671106338501					3721,875	0,241557225584984	3721,875	0,181278482079506					3721,875	0,0823884010314941	3721,875	-0,0491693913936615					3721,875	-0,27536553144455	3721,875	-0,485974907875061			3721,875	0,151983574032784			3721,875	0,179382219910622					3721,875	0,19824156165123	3721,875	0,245810225605965					3721,875	0,29948815703392	3721,875	0,361050605773926					3721,875	0,41734254360199	3721,875	0,451697170734406			
3725	0,272794544696808			3725	0,24459108710289					3725	0,241520792245865	3725	0,181292131543159					3725	0,0820491835474968	3725	-0,0495655350387096					3725	-0,275854557752609	3725	-0,486540228128433			3725	0,151512667536736			3725	0,180420592427254					3725	0,199238613247871	3725	0,246812924742699					3725	0,300643861293793	3725	0,361934453248978					3725	0,417734086513519	3725	0,452077567577362			
3728,125	0,272514343261719			3728,125	0,244357064366341					3728,125	0,241663947701454	3728,125	0,181748196482658					3728,125	0,0832442119717598	3728,125	-0,0480108037590981					3728,125	-0,273559302091599	3728,125	-0,482933789491653			3728,125	0,149710059165955			3728,125	0,179020285606384					3728,125	0,197628080844879	3728,125	0,245374426245689					3728,125	0,299700915813446	3728,125	0,361465156078339					3728,125	0,418155193328857	3728,125	0,453836888074875			
3731,25	0,273427367210388			3731,25	0,244196072220802					3731,25	0,241381242871284	3731,25	0,181394204497337					3731,25	0,0831161141395569	3731,25	-0,0483618825674057					3731,25	-0,274293005466461	3731,25	-0,483557909727097			3731,25	0,150129407644272			3731,25	0,180027306079865					3731,25	0,198670357465744	3731,25	0,246387451887131					3731,25	0,300122201442719	3731,25	0,362237602472305					3731,25	0,418531000614166	3731,25	0,4539515376091			
3734,375	0,272562801837921			3734,375	0,243724301457405					3734,375	0,241395071148872	3734,375	0,182034403085709					3734,375	0,0841782838106155	3734,375	-0,0469879880547524					3734,375	-0,271991044282913	3734,375	-0,481326967477798			3734,375	0,151267066597939			3734,375	0,17905393242836					3734,375	0,197901725769043	3734,375	0,245428740978241					3734,375	0,299368351697922	3734,375	0,362111419439316					3734,375	0,419522374868393	3734,375	0,455832988023758			
3737,5	0,271221041679382			3737,5	0,243301063776016					3737,5	0,240864351391792	3737,5	0,181396558880806					3737,5	0,0836711972951889	3737,5	-0,0476740226149559					3737,5	-0,272669821977615	3737,5	-0,482369691133499			3737,5	0,150494337081909			3737,5	0,180266544222832					3737,5	0,198999732732773	3737,5	0,246406689286232					3737,5	0,300482660531998	3737,5	0,362848520278931					3737,5	0,420092701911926	3737,5	0,456126242876053			
3740,625	0,271257430315018			3740,625	0,244743853807449					3740,625	0,242165833711624	3740,625	0,183529436588287					3740,625	0,0856420695781708	3740,625	-0,045077558606863					3740,625	-0,270039290189743	3740,625	-0,480362832546234			3740,625	0,150375530123711			3740,625	0,179145395755768					3740,625	0,198033049702644	3740,625	0,246236577630043					3740,625	0,300807148218155	3740,625	0,363998740911484					3740,625	0,423182457685471	3740,625	0,460507363080978			
3743,75	0,27172178030014			3743,75	0,243720948696136					3743,75	0,24157640337944	3743,75	0,182993724942207					3743,75	0,0852673947811127	3743,75	-0,045487929135561					3743,75	-0,269773960113525	3743,75	-0,479629814624786			3743,75	0,150492429733276			3743,75	0,179523855447769					3743,75	0,198506116867065	3743,75	0,245957583189011					3743,75	0,300782352685928	3743,75	0,363716572523117					3743,75	0,422733724117279	3743,75	0,459947735071182			
3746,875	0,271934181451797			3746,875	0,242968082427979					3746,875	0,241265326738358	3746,875	0,182191506028175					3746,875	0,0846329405903816	3746,875	-0,046362429857254					3746,875	-0,270682752132416	3746,875	-0,480059564113617			3746,875	0,150637269020081			3746,875	0,180624663829803					3746,875	0,199356272816658	3746,875	0,246707528829575					3746,875	0,301577746868134	3746,875	0,364339023828506					3746,875	0,422859132289886	3746,875	0,459868013858795			
3750	0,270924180746078			3750	0,24333268404007					3750	0,241915568709373	3750	0,18275186419487					3750	0,085845023393631	3750	-0,044242899864912					3750	-0,268518477678299	3750	-0,477237105369568			3750	0,151504069566727			3750	0,179647207260132					3750	0,198223486542702	3750	0,245967254042625					3750	0,301376104354858	3750	0,364933371543884					3750	0,424587547779083	3750	0,462715178728104			
3753,125	0,271235942840576			3753,125	0,242793932557106					3753,125	0,241461247205734	3753,125	0,182940125465393					3753,125	0,086011029779911	3753,125	-0,0440006665885448					3753,125	-0,267692387104034	3753,125	-0,476056963205338			3753,125	0,150386482477188			3753,125	0,179918646812439					3753,125	0,1983732432127	3753,125	0,24568210542202					3753,125	0,300819993019104	3753,125	0,364506214857101					3753,125	0,424444913864136	3753,125	0,462821960449219			
3756,25	0,270840913057327			3756,25	0,24247607588768					3756,25	0,241268932819366	3756,25	0,183499574661255					3756,25	0,0867620334029198	3756,25	-0,0433863773941994					3756,25	-0,266399770975113	3756,25	-0,474695563316345			3756,25	0,150830253958702			3756,25	0,179316565394402					3756,25	0,198114261031151	3756,25	0,245178714394569					3756,25	0,300619900226593	3756,25	0,364736378192902					3756,25	0,425141930580139	3756,25	0,464290887117386			
3759,375	0,269835233688354			3759,375	0,24161334335804					3759,375	0,240669190883636	3759,375	0,183060005307198					3759,375	0,0867975428700447	3759,375	-0,0429018922150135					3759,375	-0,265014618635178	3759,375	-0,473177462816238			3759,375	0,150066345930099			3759,375	0,179215341806412					3759,375	0,198017731308937	3759,375	0,245068356394768					3759,375	0,300515472888947	3759,375	0,364381492137909					3759,375	0,425298124551773	3759,375	0,46433687210083			
3762,5	0,269807904958725			3762,5	0,241563752293587					3762,5	0,240521401166916	3762,5	0,182471454143524					3762,5	0,0854940563440323	3762,5	-0,0445986613631248					3762,5	-0,267825663089752	3762,5	-0,476369142532349			3762,5	0,150260150432587			3762,5	0,181794464588165					3762,5	0,200431361794472	3762,5	0,247306481003761					3762,5	0,302423506975174	3762,5	0,365792810916901					3762,5	0,426147431135178	3762,5	0,464465290307999			
3765,625	0,269290506839752			3765,625	0,242558225989342					3765,625	0,242323905229568	3765,625	0,185186237096786					3765,625	0,0891855880618095	3765,625	-0,0395237170159817					3765,625	-0,261142313480377	3765,625	-0,469147324562073			3765,625	0,149851053953171			3765,625	0,177885115146637					3765,625	0,196327969431877	3765,625	0,243850082159042					3765,625	0,30061337351799	3765,625	0,365577727556229					3765,625	0,428746610879898	3765,625	0,470013529062271			
3768,75	0,269765883684158			3768,75	0,241186872124672					3768,75	0,240930050611496	3768,75	0,183539375662804					3768,75	0,0875893831253052	3768,75	-0,0414914004504681					3768,75	-0,263283789157867	3768,75	-0,471195101737976			3768,75	0,150459229946136			3768,75	0,179934903979301					3768,75	0,198455452919006	3768,75	0,245519191026688					3768,75	0,301516950130463	3768,75	0,365872800350189					3768,75	0,427668511867523	3768,75	0,467721313238144			
3771,875	0,269281506538391			3771,875	0,240149632096291					3771,875	0,240003153681755	3771,875	0,183185309171677					3771,875	0,0878472030162811	3771,875	-0,0410674773156643					3771,875	-0,261802077293396	3771,875	-0,468987703323364			3771,875	0,150492563843727			3771,875	0,179487586021423					3771,875	0,197921976447105	3771,875	0,244692638516426					3771,875	0,300650089979172	3771,875	0,365166991949081					3771,875	0,427440732717514	3771,875	0,468285113573074			
3775	0,269375622272491			3775	0,240916818380356					3775	0,240648522973061	3775	0,183721244335175					3775	0,0882174670696259	3775	-0,0407927446067333					3775	-0,261837810277939	3775	-0,469320178031921			3775	0,150049313902855			3775	0,180053159594536					3775	0,198445931077003	3775	0,24537293612957					3775	0,301682621240616	3775	0,366303145885468					3775	0,429012924432755	3775	0,470511227846146			
3778,125	0,268965482711792			3778,125	0,240614801645279					3778,125	0,240435495972633	3778,125	0,184210851788521					3778,125	0,088885024189949	3778,125	-0,0395070910453796					3778,125	-0,259833812713623	3778,125	-0,467187404632568			3778,125	0,151187881827354			3778,125	0,179415732622147					3778,125	0,197615623474121	3778,125	0,245010226964951					3778,125	0,301155745983124	3778,125	0,36653083562851					3778,125	0,429871171712875	3778,125	0,471530944108963			
3781,25	0,267753601074219			3781,25	0,241061493754387					3781,25	0,241069808602333	3781,25	0,184554189443588					3781,25	0,0899450555443764	3781,25	-0,0380593165755272					3781,25	-0,258760869503021	3781,25	-0,46600142121315			3781,25	0,149499699473381			3781,25	0,17908938229084					3781,25	0,19719959795475	3781,25	0,244619160890579					3781,25	0,301419109106064	3781,25	0,367368161678314					3781,25	0,43145415186882	3781,25	0,474063217639923			
3784,375	0,267258882522583			3784,375	0,241175189614296					3784,375	0,241322547197342	3784,375	0,184570536017418					3784,375	0,0896985828876495	3784,375	-0,0387350730597973					3784,375	-0,260199338197708	3784,375	-0,467806071043015			3784,375	0,149729669094086			3784,375	0,180690810084343					3784,375	0,198820501565933	3784,375	0,246134519577026					3784,375	0,30292734503746	3784,375	0,368444919586182					3784,375	0,43252757191658	3784,375	0,474604517221451			
3787,5	0,266576111316681			3787,5	0,242303416132927					3787,5	0,242596179246902	3787,5	0,186610907316208					3787,5	0,0913426429033279	3787,5	-0,0374552756547928					3787,5	-0,258523672819138	3787,5	-0,466819882392883			3787,5	0,149105399847031			3787,5	0,180115893483162					3787,5	0,198383420705795	3787,5	0,245937868952751					3787,5	0,30344095826149	3787,5	0,369449347257614					3787,5	0,434858679771423	3787,5	0,478147715330124			
3790,625	0,266516983509064			3790,625	0,240649402141571					3790,625	0,241126522421837	3790,625	0,185383021831512					3790,625	0,0905108526349068	3790,625	-0,038100391626358					3790,625	-0,258468598127365	3790,625	-0,466345369815826			3790,625	0,149534970521927			3790,625	0,180350378155708					3790,625	0,198499217629433	3790,625	0,245798274874687					3790,625	0,303118973970413	3790,625	0,368814378976822					3790,625	0,433668911457062	3790,625	0,476879596710205			
3793,75	0,267499297857285			3793,75	0,240218579769135					3793,75	0,241525709629059	3793,75	0,186100050806999					3793,75	0,0920516550540924	3793,75	-0,0353080779314041					3793,75	-0,254683434963226	3793,75	-0,461258262395859			3793,75	0,15097850561142			3793,75	0,178609639406204					3793,75	0,196258962154388	3793,75	0,243778049945831					3793,75	0,301770031452179	3793,75	0,368090897798538					3793,75	0,434351086616516	3793,75	0,478720515966415			
3796,875	0,266187518835068			3796,875	0,239234089851379					3796,875	0,240356668829918	3796,875	0,184919834136963					3796,875	0,0911326855421066	3796,875	-0,0364955924451351					3796,875	-0,255019158124924	3796,875	-0,46165069937706			3796,875	0,151551648974419			3796,875	0,179532274603844					3796,875	0,197507739067078	3796,875	0,24447076022625					3796,875	0,302081018686295	3796,875	0,368045806884766					3796,875	0,433540374040604	3796,875	0,477849572896957			
3800	0,266675889492035			3800	0,23807455599308					3800	0,239106729626656	3800	0,184247866272926					3800	0,0913895145058632	3800	-0,0359180867671967					3800	-0,253272205591202	3800	-0,459103316068649			3800	0,147052600979805			3800	0,178979724645615					3800	0,196942210197449	3800	0,243694677948952					3800	0,301026701927185	3800	0,367140054702759					3800	0,433217614889145	3800	0,477793037891388			
3803,125	0,26616495847702			3803,125	0,239053040742874					3803,125	0,24040125310421	3803,125	0,185370624065399					3803,125	0,0922005325555801	3803,125	-0,0352802537381649					3803,125	-0,253274589776993	3803,125	-0,459499627351761			3803,125	0,148953884840012			3803,125	0,179266810417175					3803,125	0,197349682450294	3803,125	0,244471073150635					3803,125	0,302170664072037	3803,125	0,368897914886475					3803,125	0,435534328222275	3803,125	0,480559855699539			
3806,25	0,265526413917542			3806,25	0,239694774150848					3806,25	0,241121664643288	3806,25	0,186063423752785					3806,25	0,0924792066216469	3806,25	-0,0353763811290264					3806,25	-0,253989309072495	3806,25	-0,460530132055283			3806,25	0,149143204092979			3806,25	0,180515438318253					3806,25	0,198324412107468	3806,25	0,245779529213905					3806,25	0,303598701953888	3806,25	0,370638519525528					3806,25	0,437488615512848	3806,25	0,482729494571686			
3809,375	0,264646023511887			3809,375	0,238555461168289					3809,375	0,240257367491722	3809,375	0,185564458370209					3809,375	0,0932441353797913	3809,375	-0,0341567285358906					3809,375	-0,251899421215057	3809,375	-0,457924276590347			3809,375	0,148237481713295			3809,375	0,179622516036034					3809,375	0,197175800800323	3809,375	0,244465544819832					3809,375	0,302687436342239	3809,375	0,369780302047729					3809,375	0,437398046255112	3809,375	0,483412772417068			
