Frequency in Hz	Wool_92_HF_1 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_92_LF_1 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_93_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_93_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_94_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_94_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_95_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_95_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_96_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_96_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_97_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_97_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_98_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_98_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_99_HF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_99_LF Sound Reflection Factor continuous Re	Frequency in Hz	Wool_92_HF_1 Sound Reflection Factor continuous Im	Frequency in Hz	Wool_92_LF_1 Sound Reflection Factor continuous Im	Frequency in Hz	Wool_93_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_93_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_94_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_94_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_95_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_95_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_96_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_96_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_97_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_97_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_98_LF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_98_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_99_HF Sound Reflection Factor continuous Im	Frequency in Hz	Wool_99_LF Sound Reflection Factor continuous Im	
2315,625	0,283043563365936			2315,625	0,216227114200592					2315,625	0,148775860667229	2315,625	0,0234602391719818					2315,625	-0,0822208672761917	2315,625	-0,227607622742653					2315,625	-0,403036892414093	2315,625	-0,499763280153275			2315,625	0,0823966860771179			2315,625	0,0752302929759026					2315,625	0,0806218236684799	2315,625	0,0657262206077576					2315,625	0,00667825574055314	2315,625	-0,0757724642753601					2315,625	-0,262854903936386	2315,625	-0,441539108753204			
2318,75	0,283403843641281			2318,75	0,217264220118523					2318,75	0,150378808379173	2318,75	0,0243190936744213					2318,75	-0,0817804411053658	2318,75	-0,228199794888496					2318,75	-0,405152946710587	2318,75	-0,503572881221771			2318,75	0,0836508721113205			2318,75	0,0749247819185257					2318,75	0,0809240415692329	2318,75	0,067329503595829					2318,75	0,00754347816109657	2318,75	-0,073263056576252					2318,75	-0,259973108768463	2318,75	-0,437899857759476			
2321,875	0,284115731716156			2321,875	0,215962633490562					2321,875	0,149269223213196	2321,875	0,0241261050105095					2321,875	-0,0812509208917618	2321,875	-0,226818680763245					2321,875	-0,403716117143631	2321,875	-0,503205835819244			2321,875	0,0847866907715797			2321,875	0,0754026398062706					2321,875	0,0813433080911636	2321,875	0,0674906000494957					2321,875	0,00861173681914806	2321,875	-0,0717615634202957					2321,875	-0,25683405995369	2321,875	-0,434273928403854			
2325	0,286900967359543			2325	0,217273607850075					2325	0,150229394435883	2325	0,0243379957973957					2325	-0,0822355672717094	2325	-0,228534489870071					2325	-0,406416594982147	2325	-0,506538808345795			2325	0,0844985544681549			2325	0,0761203318834305					2325	0,0821753367781639	2325	0,0688045024871826					2325	0,0100298849865794	2325	-0,0704806596040726					2325	-0,256132692098618	2325	-0,435013622045517			
2328,125	0,285224735736847			2328,125	0,217190191149712					2328,125	0,150148183107376	2328,125	0,0241712257266045					2328,125	-0,0825245752930641	2328,125	-0,228734254837036					2328,125	-0,406526923179626	2328,125	-0,506556570529938			2328,125	0,0842396095395088			2328,125	0,0771010518074036					2328,125	0,0830190256237984	2328,125	0,0697155445814133					2328,125	0,0107378838583827	2328,125	-0,0700744763016701					2328,125	-0,255852162837982	2328,125	-0,434758901596069			
2331,25	0,284689515829086			2331,25	0,217447653412819					2331,25	0,150383457541466	2331,25	0,0242146886885166					2331,25	-0,0824765563011169	2331,25	-0,228762492537498					2331,25	-0,407127976417542	2331,25	-0,507335782051086			2331,25	0,0855141207575798			2331,25	0,0773301348090172					2331,25	0,083609938621521	2331,25	0,070670410990715					2331,25	0,0114365806803107	2331,25	-0,0689909607172012					2331,25	-0,25449874997139	2331,25	-0,432728558778763			
2334,375	0,284322679042816			2334,375	0,217919707298279					2334,375	0,151302397251129	2334,375	0,0243729613721371					2334,375	-0,0827268958091736	2334,375	-0,230015084147453					2334,375	-0,409196525812149	2334,375	-0,511044859886169			2334,375	0,0861052796244621			2334,375	0,0777201056480408					2334,375	0,0842607766389847	2334,375	0,0716748610138893					2334,375	0,0126805175095797	2334,375	-0,0675250440835953					2334,375	-0,253254592418671	2334,375	-0,431694716215134			
2337,5	0,285630822181702			2337,5	0,217425122857094					2337,5	0,151354372501373	2337,5	0,0246277749538422					2337,5	-0,0828265249729156	2337,5	-0,229668736457825					2337,5	-0,408994942903519	2337,5	-0,511441171169281			2337,5	0,085283949971199			2337,5	0,0781985744833946					2337,5	0,0848370045423508	2337,5	0,0725416764616966					2337,5	0,014062911272049	2337,5	-0,0656722113490105					2337,5	-0,250560164451599	2337,5	-0,427974700927734			
2340,625	0,285185605287552			2340,625	0,216368958353996					2340,625	0,150881081819534	2340,625	0,0246521849185228					2340,625	-0,0822386518120766	2340,625	-0,228107392787933					2340,625	-0,407410144805908	2340,625	-0,509550094604492			2340,625	0,0870108678936958			2340,625	0,0782842710614204					2340,625	0,084738165140152	2340,625	0,0727578997612					2340,625	0,0148282973095775	2340,625	-0,0640305057168007					2340,625	-0,247192054986954	2340,625	-0,424405843019485			
2343,75	0,286647349596024			2343,75	0,21791772544384					2343,75	0,152081429958344	2343,75	0,0248897764831781					2343,75	-0,0826813876628876	2343,75	-0,23030312359333					2343,75	-0,411606967449188	2343,75	-0,51462060213089			2343,75	0,0873709619045258			2343,75	0,0786945968866348					2343,75	0,0856888070702553	2343,75	0,0742285326123238					2343,75	0,0162652470171452	2343,75	-0,0619804002344608					2343,75	-0,246283322572708	2343,75	-0,42376384139061			
2346,875	0,288327872753143			2346,875	0,217637583613396					2346,875	0,151952818036079	2346,875	0,025110051035881					2346,875	-0,0824398919939995	2346,875	-0,23008605837822					2346,875	-0,411989152431488	2346,875	-0,515923321247101			2346,875	0,0869505181908607			2346,875	0,0786182954907417					2346,875	0,0858539342880249	2346,875	0,0748048350214958					2346,875	0,0172931347042322	2346,875	-0,0606442205607891					2346,875	-0,243824943900108	2346,875	-0,420412689447403			
2350	0,286749452352524			2350	0,217966452240944					2350	0,152084097266197	2350	0,025187723338604					2350	-0,0828085839748383	2350	-0,230660960078239					2350	-0,412933707237244	2350	-0,517567157745361			2350	0,0881886929273605			2350	0,0799442604184151					2350	0,0872108340263367	2350	0,0759773403406143					2350	0,0185284074395895	2350	-0,0599435269832611					2350	-0,242882341146469	2350	-0,420202523469925			
2353,125	0,287199169397354			2353,125	0,218130543828011					2353,125	0,152411252260208	2353,125	0,0253520514816046					2353,125	-0,08265770226717	2353,125	-0,231384873390198					2353,125	-0,414836704730988	2353,125	-0,520842134952545			2353,125	0,0876111760735512			2353,125	0,0796303972601891					2353,125	0,0874039605259895	2353,125	0,0769099295139313					2353,125	0,0197006985545158	2353,125	-0,0577650219202042					2353,125	-0,241160914301872	2353,125	-0,418777257204056			
2356,25	0,287694990634918			2356,25	0,217464715242386					2356,25	0,152182564139366	2356,25	0,0251675583422184					2356,25	-0,0828777179121971	2356,25	-0,23113676905632					2356,25	-0,414688348770142	2356,25	-0,520089089870453			2356,25	0,0882704854011536			2356,25	0,0801336318254471					2356,25	0,0879918858408928	2356,25	0,0775652006268501					2356,25	0,0203378908336163	2356,25	-0,0569376796483994					2356,25	-0,239479601383209	2356,25	-0,41615018248558			
2359,375	0,287354826927185			2359,375	0,217438921332359					2359,375	0,152320101857185	2359,375	0,0256024152040482					2359,375	-0,0828798189759254	2359,375	-0,230461582541466					2359,375	-0,414298892021179	2359,375	-0,519571542739868			2359,375	0,0879700630903244			2359,375	0,0805559158325195					2359,375	0,088360607624054	2359,375	0,0783018469810486					2359,375	0,0213350839912891	2359,375	-0,0561128668487072					2359,375	-0,238102912902832	2359,375	-0,414384573698044			
2362,5	0,287916779518127			2362,5	0,217892602086067					2362,5	0,153191953897476	2362,5	0,0261005740612745					2362,5	-0,0830210596323013	2362,5	-0,231752976775169					2362,5	-0,41629433631897	2362,5	-0,522652864456177			2362,5	0,0882331728935242			2362,5	0,0809255540370941					2362,5	0,0891000255942345	2362,5	0,0795033648610115					2362,5	0,0227813869714737	2362,5	-0,053855549544096					2362,5	-0,235793247818947	2362,5	-0,411553591489792			
2365,625	0,288552522659302			2365,625	0,21852120757103					2365,625	0,154288783669472	2365,625	0,0267941523343325					2365,625	-0,0821923762559891	2365,625	-0,230905443429947					2365,625	-0,41702726483345	2365,625	-0,525995850563049			2365,625	0,0878376588225365			2365,625	0,0800611227750778					2365,625	0,08863615244627	2365,625	0,0798740312457085					2365,625	0,0243187993764877	2365,625	-0,0513735339045525					2365,625	-0,231618732213974	2365,625	-0,407031893730164			
2368,75	0,287842690944672			2368,75	0,217704132199287					2368,75	0,15355309844017	2368,75	0,0261537991464138					2368,75	-0,082415334880352	2368,75	-0,230764374136925					2368,75	-0,41578021645546	2368,75	-0,523698568344116			2368,75	0,0875670835375786			2368,75	0,0815522596240044					2368,75	0,0897703096270561	2368,75	0,0809134691953659					2368,75	0,0247869230806828	2368,75	-0,0513107292354107					2368,75	-0,231965616345406	2368,75	-0,407063871622086			
2371,875	0,288035809993744			2371,875	0,216262429952621					2371,875	0,152963653206825	2371,875	0,0265018306672573					2371,875	-0,0811465233564377	2371,875	-0,228658080101013					2371,875	-0,41361927986145	2371,875	-0,520764231681824			2371,875	0,0893022119998932			2371,875	0,0806630402803421					2371,875	0,0896769836544991	2371,875	0,0806468203663826					2371,875	0,0251549500972033	2371,875	-0,0507968664169312					2371,875	-0,227915465831757	2371,875	-0,401624888181686			
2375	0,2867231965065			2375	0,217458695173264					2375	0,153664976358414	2375	0,0270686373114586					2375	-0,0814197883009911	2375	-0,229747965931892					2375	-0,416492998600006	2375	-0,525262534618378			2375	0,0882823020219803			2375	0,0816949307918549					2375	0,0901884511113167	2375	0,0822367966175079					2375	0,0268052350729704	2375	-0,0483715869486332					2375	-0,225910604000092	2375	-0,400252878665924			
2378,125	0,287514984607697			2378,125	0,217842176556587					2378,125	0,154613882303238	2378,125	0,026579461991787					2378,125	-0,0819763988256454	2378,125	-0,230642378330231					2378,125	-0,418986201286316	2378,125	-0,53038102388382			2378,125	0,0887033492326736			2378,125	0,081099346280098					2378,125	0,0902654826641083	2378,125	0,0829140469431877					2378,125	0,0283396039158106	2378,125	-0,0460694879293442					2378,125	-0,223537787795067	2378,125	-0,396932452917099			
2381,25	0,288023948669434			2381,25	0,21815213561058					2381,25	0,155059739947319	2381,25	0,0275068935006857					2381,25	-0,0822492092847824	2381,25	-0,231725364923477					2381,25	-0,420797765254974	2381,25	-0,533099830150604			2381,25	0,0892561599612236			2381,25	0,0816549435257912					2381,25	0,0907569155097008	2381,25	0,0838203430175781					2381,25	0,0294280927628279	2381,25	-0,0443158634006977					2381,25	-0,221438825130463	2381,25	-0,394923329353333			
2384,375	0,287533611059189			2384,375	0,218469232320786					2384,375	0,155135706067085	2384,375	0,0275107491761446					2384,375	-0,0823898985981941	2384,375	-0,232551604509354					2384,375	-0,421054363250732	2384,375	-0,532798826694489			2384,375	0,0894330739974976			2384,375	0,0831375271081924					2384,375	0,0920598283410072	2384,375	0,0852594003081322					2384,375	0,0305143464356661	2384,375	-0,0436266139149666					2384,375	-0,221821069717407	2384,375	-0,395612150430679			
2387,5	0,287028580904007			2387,5	0,217742279171944					2387,5	0,154789194464684	2387,5	0,0278628710657358					2387,5	-0,081352174282074	2387,5	-0,230734840035439					2387,5	-0,419133603572845	2387,5	-0,53079229593277			2387,5	0,089192308485508			2387,5	0,0822259783744812					2387,5	0,0915380194783211	2387,5	0,0852621793746948					2387,5	0,0312646329402924	2387,5	-0,042251318693161					2387,5	-0,218898013234138	2387,5	-0,391346126794815			
2390,625	0,287968695163727			2390,625	0,217621684074402					2390,625	0,155231803655624	2390,625	0,0279870014637709					2390,625	-0,0817255228757858	2390,625	-0,231331035494804					2390,625	-0,420619338750839	2390,625	-0,532854855060577			2390,625	0,089843712747097			2390,625	0,0830846428871155					2390,625	0,0921683758497238	2390,625	0,0862640291452408					2390,625	0,0320988968014717	2390,625	-0,0410304367542267					2390,625	-0,218062967061996	2390,625	-0,39071998000145			
2393,75	0,289066970348358			2393,75	0,217391163110733					2393,75	0,155136749148369	2393,75	0,0280531197786331					2393,75	-0,082168884575367	2393,75	-0,232366651296616					2393,75	-0,42185452580452	2393,75	-0,53491598367691			2393,75	0,0897839665412903			2393,75	0,0838596075773239					2393,75	0,0930362641811371	2393,75	0,087228387594223					2393,75	0,0332156755030155	2393,75	-0,0402686856687069					2393,75	-0,216449216008186	2393,75	-0,389410227537155			
2396,875	0,288660049438477			2396,875	0,218287125229836					2396,875	0,155956044793129	2396,875	0,0285111982375383					2396,875	-0,0824573561549187	2396,875	-0,232943087816238					2396,875	-0,424263805150986	2396,875	-0,539471685886383			2396,875	0,0909716412425041			2396,875	0,0840300396084785					2396,875	0,0939105674624443	2396,875	0,0886953175067902					2396,875	0,0350825078785419	2396,875	-0,0377664119005203					2396,875	-0,213751643896103	2396,875	-0,387444972991943			
2400	0,288692653179169			2400	0,217772871255875					2400	0,155803695321083	2400	0,0285652317106724					2400	-0,0821783095598221	2400	-0,232514277100563					2400	-0,42358872294426	2400	-0,539455652236938			2400	0,0909063965082169			2400	0,0842728093266487					2400	0,0941438898444176	2400	0,0892998576164246					2400	0,0357263162732124	2400	-0,0365308411419392					2400	-0,211448729038239	2400	-0,383864015340805			
2403,125	0,289569437503815			2403,125	0,21762478351593					2403,125	0,156129464507103	2403,125	0,0289197452366352					2403,125	-0,0820989236235619	2403,125	-0,232987090945244					2403,125	-0,424676299095154	2403,125	-0,541163861751556			2403,125	0,0919432416558266			2403,125	0,0847298353910446					2403,125	0,0946208387613297	2403,125	0,0901510342955589					2403,125	0,0367605164647102	2403,125	-0,0351160690188408					2403,125	-0,209126576781273	2403,125	-0,380370140075684			
2406,25	0,289499014616013			2406,25	0,217895090579987					2406,25	0,15663093328476	2406,25	0,0288592632859945					2406,25	-0,0822550728917122	2406,25	-0,233587607741356					2406,25	-0,42692843079567	2406,25	-0,543051242828369			2406,25	0,0909539461135864			2406,25	0,0847823694348335					2406,25	0,0952738150954247	2406,25	0,0911596566438675					2406,25	0,0380997620522976	2406,25	-0,0337881930172443					2406,25	-0,208050489425659	2406,25	-0,37974625825882			
2409,375	0,287623822689056			2409,375	0,217932224273682					2409,375	0,156772255897522	2409,375	0,0294931251555681					2409,375	-0,0820366814732552	2409,375	-0,233266174793243					2409,375	-0,426679313182831	2409,375	-0,544217586517334			2409,375	0,0909701362252235			2409,375	0,0846097320318222					2409,375	0,0952219739556313	2409,375	0,0921681523323059					2409,375	0,0391719117760658	2409,375	-0,0319270268082619					2409,375	-0,20502495765686	2409,375	-0,376104533672333			
2412,5	0,287880420684814			2412,5	0,216911405324936					2412,5	0,155462920665741	2412,5	0,0288740769028664					2412,5	-0,0826076939702034	2412,5	-0,232511460781097					2412,5	-0,424507468938828	2412,5	-0,541787981987			2412,5	0,091874971985817			2412,5	0,0856112241744995					2412,5	0,0958802998065948	2412,5	0,0921304598450661					2412,5	0,0391428880393505	2412,5	-0,0321037732064724					2412,5	-0,205198779702187	2412,5	-0,376102298498154			
2415,625	0,288664996623993			2415,625	0,217217490077019					2415,625	0,156630352139473	2415,625	0,0305473376065493					2415,625	-0,081060029566288	2415,625	-0,23199188709259					2415,625	-0,424829423427582	2415,625	-0,542924344539642			2415,625	0,0915867984294891			2415,625	0,0839960128068924					2415,625	0,0947763472795486	2415,625	0,0925396755337715					2415,625	0,0406385250389576	2415,625	-0,0288971439003944					2415,625	-0,199264034628868	2415,625	-0,369792371988297			
2418,75	0,288661628961563			2418,75	0,217120289802551					2418,75	0,157201603055	2418,75	0,0305978916585445					2418,75	-0,0810455456376076	2418,75	-0,232694521546364					2418,75	-0,426630079746246	2418,75	-0,545551776885986			2418,75	0,0922090411186218			2418,75	0,085034005343914					2418,75	0,095934085547924	2418,75	0,0935269668698311					2418,75	0,0418196804821491	2418,75	-0,0281175579875708					2418,75	-0,198559552431107	2418,75	-0,369129866361618			
2421,875	0,288713574409485			2421,875	0,217383533716202					2421,875	0,157279521226883	2421,875	0,0303769931197166					2421,875	-0,0818231403827667	2421,875	-0,233496055006981					2421,875	-0,428405255079269	2421,875	-0,547758221626282			2421,875	0,0922124236822128			2421,875	0,086535669863224					2421,875	0,0977414920926094	2421,875	0,0949049293994904					2421,875	0,0430420637130737	2421,875	-0,0271203462034464					2421,875	-0,198517262935638	2421,875	-0,369676798582077			
2425	0,288720279932022			2425	0,217027693986893					2425	0,157219141721725	2425	0,0306088794022799					2425	-0,0816655606031418	2425	-0,232762262225151					2425	-0,427829742431641	2425	-0,547552108764648			2425	0,0925667732954025			2425	0,0869027823209763					2425	0,0979482531547546	2425	0,0954567790031433					2425	0,0440083220601082	2425	-0,0256634373217821					2425	-0,196011617779732	2425	-0,366329252719879			
2428,125	0,288162618875504			2428,125	0,216926708817482					2428,125	0,157534658908844	2428,125	0,0312767177820206					2428,125	-0,0812528729438782	2428,125	-0,233001753687859					2428,125	-0,428196728229523	2428,125	-0,549405038356781			2428,125	0,092836432158947			2428,125	0,0859540104866028					2428,125	0,0976188629865646	2428,125	0,0959460362792015					2428,125	0,0450467020273209	2428,125	-0,0235361810773611					2428,125	-0,192445203661919	2428,125	-0,361158072948456			
2431,25	0,28951108455658			2431,25	0,216967806220055					2431,25	0,157769083976746	2431,25	0,0313700959086418					2431,25	-0,0815103799104691	2431,25	-0,233626440167427					2431,25	-0,429435580968857	2431,25	-0,551601767539978			2431,25	0,093237042427063			2431,25	0,0867983922362328					2431,25	0,0979777351021767	2431,25	0,0970731526613235					2431,25	0,0461860522627831	2431,25	-0,0227358117699623					2431,25	-0,191625133156776	2431,25	-0,360311329364777			
2434,375	0,288748353719711			2434,375	0,216364562511444					2434,375	0,158134698867798	2434,375	0,0320925302803516					2434,375	-0,0809391811490059	2434,375	-0,232691764831543					2434,375	-0,428674608469009	2434,375	-0,551287412643433			2434,375	0,0926608294248581			2434,375	0,0869894549250603					2434,375	0,0982040464878082	2434,375	0,0973787680268288					2434,375	0,0474113076925278	2434,375	-0,0207761079072952					2434,375	-0,188979834318161	2434,375	-0,356858909130096			
2437,5	0,287310779094696			2437,5	0,216184958815575					2437,5	0,158048450946808	2437,5	0,0321091450750828					2437,5	-0,0812849700450897	2437,5	-0,233422994613647					2437,5	-0,429105758666992	2437,5	-0,551916182041168			2437,5	0,0938166379928589			2437,5	0,0873391851782799					2437,5	0,099159263074398	2437,5	0,0984658449888229					2437,5	0,0479806438088417	2437,5	-0,0199604090303183					2437,5	-0,188128590583801	2437,5	-0,355997890233994			
